Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Hospital overall rating,Hospital overall rating footnote,Mortality national comparison,Mortality national comparison footnote,Safety of care national comparison,Safety of care national comparison footnote,Readmission national comparison,Readmission national comparison footnote,Patient experience national comparison,Patient experience national comparison footnote,Effectiveness of care national comparison,Effectiveness of care national comparison footnote,Timeliness of care national comparison,Timeliness of care national comparison footnote,Efficient use of medical imaging national comparison,Efficient use of medical imaging national comparison footnote,Location,url1,url2,url3,Missing
670099.0,EMIL J FREIREICH CANCER CENTER,9201 PINECROFT,SHENANDOAH,TX,77380.0,MONTGOMERY,8553532201.0,Acute Care Hospitals,Proprietary,True,,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,"9201 PINECROFT SHENANDOAH, TX (30.174833, -95.456299)",https://www.healthcare4ppl.com/hospital/texas/shenandoah/emil-j-freireich-cancer-center-670099.html,https://www.yelp.com/biz/emil-j-freireich-cancer-center-shenandoah-2,https://dexur.com/hospital/3029573/,True
670088.0,BAYLOR SCOTT & WHITE MEDICAL CENTER- COLLEGE STATI,700 SCOTT & WHITE DRIVE,COLLEGE STATION,TX,77845.0,BRAZOS,9796913701.0,Acute Care Hospitals,Voluntary non-profit - Private,True,True,4,,Same as the national average,,Below the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,"700 SCOTT &amp; WHITE DRIVE COLLEGE STATION, TX (30.585988, -96.280407)",https://www.bswhealth.com/locations/college-station,https://www.bswhealth.com/locations/college-station/patient-tools/Pages/phone-directory.aspx,https://www.bswhealth.com/locations/rock-prairie-clinic,True
450780.0,METHODIST AMBULATORY SURGERY HOSPITAL NW,9150 HUEBNER RD SUITE 100,SAN ANTONIO,TX,78240.0,BEXAR,2105755000.0,Acute Care Hospitals,Proprietary,True,True,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,Results are not available for this reporting period.,Not Available,Results are not available for this reporting period.,Above the national average,,Same as the national average,,Not Available,Results are not available for this reporting period.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,"9150 HUEBNER RD SUITE 100 SAN ANTONIO, TX (29.527605, -98.595995)",https://sahealth.com/locations/methodistambulatory,http://web.sachamber.org/Hospitals/Methodist-Ambulatory-Surgery-Hospital-NW-2754,https://www.mapquest.com/us/texas/methodist-ambulatory-surgery-hospital-273411243,True
450187.0,SCOTT & WHITE HOSPITAL BRENHAM,700 MEDICAL PARKWAY,BRENHAM,TX,77833.0,WASHINGTON,9798366173.0,Acute Care Hospitals,Voluntary non-profit - Private,True,True,4,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,"700 MEDICAL PARKWAY BRENHAM, TX (30.145082, -96.398937)",https://www.bswhealth.com/locations/brenham?locale=es,https://www.bswhealth.com/locations/brenham/specialties,https://www.ahd.com/free_profile/450187/Baylor_Scott_%26_White_Medical_Center_-_Brenham/Brenham/Texas/,True
520048.0,ASCENSION NE WISCONSIN MERCY CAMPUS,500 S OAKWOOD RD,OSHKOSH,WI,54904.0,WINNEBAGO,9202232000.0,Acute Care Hospitals,Voluntary non-profit - Private,True,True,5,,Same as the national average,,Above the national average,,Above the national average,,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,,"500 S OAKWOOD RD OSHKOSH, WI (44.013049, -88.603055)",https://healthcare.ascension.org/Locations/Wisconsin/WIAPA/Oshkosh-Ascension-NE-Wisconsin-Mercy-Campus,https://healthcare.ascension.org/Locations/Wisconsin/WIAPA/Oshkosh-Ascension-NE-Wisconsin-Mercy-Campus/Our-Specialties,https://healthcare.ascension.org/Locations/Wisconsin/WIAPA/Oshkosh-Ascension-NE-Wisconsin-Mercy-Campus/Student-Program,True
450200.0,WADLEY REGIONAL MEDICAL CENTER,1000 PINE STREET,TEXARKANA,TX,75501.0,BOWIE,9037988000.0,Acute Care Hospitals,Physician,True,True,3,,Same as the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Below the national average,,Below the national average,,"1000 PINE STREET TEXARKANA, TX (33.428482, -94.047188)",https://www.wadleyhealth.org/,https://www.wadleyhealth.org/156/content/careers,https://www.wadleyhealth.org/contact-us,True
450825.0,CORNERSTONE REGIONAL HOSPITAL,2302 CORNERSTONE BOULEVARD,EDINBURG,TX,78539.0,HIDALGO,9566184444.0,Acute Care Hospitals,Proprietary,True,True,3,,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,Results are not available for this reporting period.,Above the national average,,Below the national average,,Same as the national average,,Not Available,Results are not available for this reporting period.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,"2302 CORNERSTONE BOULEVARD EDINBURG, TX (26.263096, -98.199164)",https://cornerstoneregional.com/,https://cornerstoneregional.com/contact-us/,https://cornerstoneregional.com/patients-and-visitors/about/,True
453315.0,CHILDREN'S HOSPITAL OF SAN ANTONIO,333 N SANTA ROSA ST,SAN ANTONIO,TX,78207.0,BEXAR,2107043342.0,Childrens,Voluntary non-profit - Church,True,True,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,"333 N SANTA ROSA ST SAN ANTONIO, TX (29.427796, -98.497875)",http://www.christushealth.org/santa-rosa/childrens-hospital-of-san-antonio,https://www.childrenshospitals.org/Directories/Hospital-Directory/A-E/Childrens-Hospital-of-San-Antonio,https://www.facebook.com/TheChildrensHospSA/,True
450653.0,SCENIC MOUNTAIN MEDICAL CENTER,1601 W 11TH PLACE,BIG SPRING,TX,79720.0,HOWARD,4322631211.0,Acute Care Hospitals,Proprietary,True,True,2,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,,Same as the national average,,Above the national average,,Not Available,Results are not available for this reporting period.,"1601 W 11TH PLACE BIG SPRING, TX (32.240015, -101.492412)",http://smmccares.com/,http://www.smmccares.com/scenic-mountain-medical-center/phonedirectory.aspx,http://www.smmccares.com/scenic-mountain-medical-center/contactus.aspx,True
490013.0,SENTARA HALIFAX REGIONAL HOSPITAL,2204 WILBORN AVENUE,SOUTH BOSTON,VA,24592.0,HALIFAX,4345173100.0,Acute Care Hospitals,Voluntary non-profit - Private,True,True,4,,Below the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,"2204 WILBORN AVENUE SOUTH BOSTON, VA (36.713485, -78.913198)",https://www.sentara.com/halifax-southern-virginia/hospitalslocations/locations/sentara-halifax-regional-hospital.aspx,https://www.sentara.com/halifax-southern-virginia/hospitalslocations/locations/sentara-halifax-regional-hospital/directions-parking.aspx,https://www.ahd.com/free_profile/490013/Sentara_Halifax_Regional_Hospital/South_Boston/Virginia/,True
460047.0,ST MARK'S HOSPITAL,1200 EAST 3900 SOUTH,SALT LAKE CITY,UT,84124.0,SALT LAKE,8012687700.0,Acute Care Hospitals,Proprietary,True,True,3,,Same as the national average,,Above the national average,,Above the national average,,Below the national average,,Same as the national average,,Above the national average,,Same as the national average,,"1200 EAST 3900 SOUTH SALT LAKE CITY, UT (40.687062, -111.857446)",https://stmarkshospital.com/,https://stmarkshospital.com/about/phone-directory/,https://stmarkshospital.com/about/contact-us.dot,True
670034.0,SCOTT & WHITE HOSPITAL-ROUND ROCK,300 UNIVERSITY BLVD,ROUND ROCK,TX,78664.0,WILLIAMSON,5125090100.0,Acute Care Hospitals,Voluntary non-profit - Private,True,True,4,,Same as the national average,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,,"300 UNIVERSITY BLVD ROUND ROCK, TX (30.560291, -97.684909)",https://www.bswhealth.com/locations/round-rock,https://www.bswhealth.com/locations/round-rock/patient-tools,https://www.bswhealth.com/locations/round-rock-425-university-clinic,True
450330.0,OAKBEND MEDICAL CENTER,1705 JACKSON ST,RICHMOND,TX,77469.0,FORT BEND,2813413000.0,Acute Care Hospitals,Government - Hospital District or Authority,True,True,3,,Same as the national average,,Same as the national average,,Below the national average,,Below the national average,,Same as the national average,,Above the national average,,Not Available,Results are not available for this reporting period.,"1705 JACKSON ST RICHMOND, TX (29.577713, -95.771297)",https://www.oakbendmedcenter.org/hospitals/,https://www.oakbendmedcenter.org/,https://www.oakbendmedcenter.org/career/,True
490042.0,CARILION NEW RIVER VALLEY MEDICAL CENTER,2900 LAMB CIRCLE,CHRISTIANSBURG,VA,24073.0,MONTGOMERY,5407312000.0,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,,Same as the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Below the national average,,Same as the national average,,"2900 LAMB CIRCLE CHRISTIANSBURG, VA (37.08894, -80.506786)",http://www.carilionclinic.org/locations/carilion-new-river-valley-medical-center,http://www.carilionclinic.org/locations/carilion-clinic-imaging-carilion-new-river-valley-medical-center,https://www.healthgrades.com/hospital-directory/virginia-va/carilion-new-river-valley-medical-center-hgstea7cc8b6490042,True
450831.0,SURGERY SPECIALTY HOSPITALS OF AMERICA SE HOUSTON,4301 B VISTA,PASADENA,TX,77504.0,HARRIS,7133783000.0,Acute Care Hospitals,Proprietary,True,True,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,Results are not available for this reporting period.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Same as the national average,,Not Available,Results are not available for this reporting period.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,"4301 B VISTA PASADENA, TX (29.658717, -95.178161)",https://www.medicalrecords.com/hospital/surgery-specialty-hospitals-of-america-se-houston,http://www.hospital-data.com/hospitals/VISTA-MEDICAL-CENTER-HOSPITAL-PASADE751.html,https://www.healthcare4ppl.com/hospital/texas/pasadena/surgery-specialty-hospitals-of-america-se-houston-450831.html,True
670117.0,TEXAS GENERAL HOSPITAL- VZRMC LP,707 N WALDRIP ST,GRAND SALINE,TX,75140.0,VAN ZANDT,9039625200.0,Acute Care Hospitals,Proprietary,True,,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,Results are not available for this reporting period.,Not Available,Results are not available for this reporting period.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,"707 N WALDRIP ST GRAND SALINE, TX (32.679193, -95.721737)",http://texasgeneralhospital.com/,https://www.mapquest.com/us/texas/texas-general-hospital-vzrmc-lp-364697599,https://www.carevues.com/hospitals/4788-texas-general-hospital-vzrmc-lp,True
