 Item Description,Charge Amount
SNARE GOOSE NECK 25MM X 120CM AMPLATZ,1305
SONGER SYSTEM SINGLE CABLE CRIMP & BAR STERILE,2022.5
SONOPET  CTRL SERRATED AGG KNIFES,2304
SONOPET TUBING SET W/EXTENDER FILTER,899.1
SONOPET UNIV 25KHZ STRAIGHT LARGE-TIP,1508.4
SONOPET UNIV SPETZLER MICRO CLAW-TIP,2084.48
SONOPET UNIV SPETZLER/BARRACUDA LARGE DIAMETER TIP,1764.9
SONOPET UNIV STRAIGHT MICRO-TIP,1508.4
SONOPET UNIV STRAIGHT TIP,1508.4
SONOPET UNIV SUPERLONG STRAIGHT TIP,2138.4
SORBAFIX ABSORBABLE FIXATION DEVICE 15,1395
SORBAFIX ABSORBABLE FIXATION DEVICE 30,1926
SPACEMAKER PLUS,2652.93
SPACER  5MM COLONIAL ACDF,3937.5
SPACER  6MM COLONIAL ACOP,3937.5
SPACER 8MM COLONIAL 7 DEGREE LORDOTIC,4365
SPACER ALLOGRAFT 6W X 15 H 35MM,8750
SPACER ALLOGRAFT 6W X 15H 25MM,8750
SPACER ALLOGRAFT PROLIX 20MM,8750
SPACER CERVICAL  SR CORNERSTONE 10 X 14 X 11,2373.75
SPACER CERVICAL ASR CORNERSTONE 10 X 14 X 11,2375
SPACER CERVICAL ASR CORNERSTONE 11 X 14 X 11,2375
SPACER CERVICAL ASR CORNERSTONE 12 X 14 X 11,2375
SPACER CERVICAL ASR CORNERSTONE 13 X 14 X 11,2375
SPACER CERVICAL ASR CORNERSTONE 5 X 14 X 11,2375
SPACER CERVICAL ASR CORNERSTONE 6 X 14 X 11,2375
SPACER CERVICAL ASR CORNERSTONE 7 X 14 X 11,2375
SPACER CERVICAL ASR CORNERSTONE 8 X 14 X 11,2375
SPACER CERVICAL ASR CORNERSTONE 9 X 14 X 11,2375
SPACER CERVICAL CORNERSTONE RESERVE 10MM,2212.5
SPACER CERVICAL CORNERSTONE RESERVE 11MM,2212.5
SPACER CERVICAL CORNERSTONE RESERVE 12MM,2212.5
SPACER CERVICAL CORNERSTONE RESERVE 13MM,2212.5
SPACER CERVICAL CORNERSTONE RESERVE 5MM,2212.5
SPACER CERVICAL CORNERSTONE RESERVE 6MM,2212.5
SPACER CERVICAL CORNERSTONE RESERVE 8MM,2212.5
SPACER CERVICAL CORNERSTONE RESERVE 9MM,2212.5
SPACER CERVICAL CORT GRAFTECH 7MM,2375
SPACER CERVICAL GRAFTECH 10MM,2375
SPACER CERVICAL GRAFTECH 11MM,2375
SPACER CERVICAL GRAFTECH 12MM,2375
SPACER CERVICAL GRAFTECH 13MM,2375
SPACER CERVICAL GRAFTECH 5MM,2375
SPACER CERVICAL GRAFTECH 5MM,2375
SPACER CERVICAL GRAFTECH 6MM,2375
SPACER CERVICAL GRAFTECH 6MM,2375
SPACER CERVICAL GRAFTECH 7MM,2375
SPACER CERVICAL GRAFTECH 8MM,2375
SPACER CERVICAL GRAFTECH 8MM,2375
SPACER CERVICAL GRAFTECH 9MM,2375
SPACER CERVICAL GRAFTECH 9MM,2375
SPACER CERVICAL L-ASR CORNERSTONE 5 X 14 X 11,2373.75
SPACER CERVICAL L-ASR CORNERSTONE 6 X 14 X 11,2375
SPACER CERVICAL L-ASR CORNERSTONE 7 X 14 X 11,2373.75
SPACER CERVICAL SR CORNERSTONE 5 X 14 X 11,2373.75
SPACER CERVICAL SR CORNERSTONE 6 X 14 X 11,2373.75
SPACER CERVICAL SR CORNERSTONE 7 X 14X 11,2373.75
SPACER CERVICAL SR CORNERSTONE 8 X 14 X 11,2373.75
SPACER CERVICAL SR CORNERSTONE 9 X 14 X11,2373.75
SPACER CERVICAL TM GRAFTECH 6MM,2375
SPACER CURVE 9H X 27L 6DEG,10000
SPACER DTO 40MM IMPLANT,7052.9
SPACER DTO 60MM IMPLANT,7052.9
SPACER DUO FORTITUDE 5 X 14 X 12MM,2616.25
SPACER DUO FORTITUDE 6 X 14 X 12MM,2616.25
SPACER DUO FORTITUDE 7 X 14 X 12MM,2616.25
SPACER DUO FORTITUDE 8MM,2616.25
SPACER DYNESYS 6-45MM,3363.75
SPACER GREEN CERVICAL 7MM L GRAFTECH,2375
SPACER INTERBODY CONCORDE PROTI 5DEG 9X8X23MM,13500
SPACER TI 5.0MM X 2 MM,190.95
SPACER VERTEBRAL CR 6 MM,3670
SPACER VERTEBRAL CR 8 MM,3670
SPACER XPAND 22-26MM COPECTOMY,22972.5
SPACER/PLATE SYNFIX TM LR 26MMDEPTH 32MMWID 13.5MM HEIGHT 12D STERILE,11250
SPARC SLING SYSTEM,3455
SPARE REAMER TUBE F/ HALLOW REAMER 309.150,689.99
SPARE REAMER TUBE F/ HALLOW REAMER FOR 309.250,689.99
SPARE REAMER TUBES F/HALLOW REAMER 309.065,892.62
SPECIMEN RETRIEVAL BAG ENDOSCOPIC 12/15MM,742.5
SPECTRA OR CABLES & EXT 2FT X 2 X 8,1350
SPECULUM GRAVES LARGE LEEP,1255.5
SPEED  COMPRESSION IMPLANT KIT 18X15X15MM,2707.5
SPEED COMPRESSION IMPLANT KIT 09X10X10MM,3334.5
SPEED COMPRESSION IMPLANT KIT 11 X 12 X 10MM,2137.5
SPEED COMPRESSION IMPLANT KIT 11 X 8 X 08 MM,1852.5
SPEED COMPRESSION IMPLANT KIT 13 X 12 X 12 MM,1852.5
SPEED COMPRESSION IMPLANT KIT 15 X 10 X 10 MM,2565
SPEED COMPRESSION IMPLANT KIT 15 X 12 X 12MM,2565
SPEED COMRESSION IMPLANT KIT 15X15MM,2707.5
SPEED DRILL KIT FOR HANS AND WRIST DISPOSIBLE KIT,1526.18
SPEED DRILL KIT W/ 2.65 MM DRILL BIT ENHANCES HANDLE,1154.25
SPEEDARC IMPLANT KIT 9 X 12X 10 MM,2137.5
SPEEDBAND LIGATOR,630.24
SPEEDTRIAD IMPLANT KIT 18 X 15 X 08 MM RIGHT OFFSET,2493.75
SPIDERFX 3MM X 320/190CM EMBOLIC PROTECTION DEVICE,3880.8
SPIDERFX 4MM X 320/190CM EMBOLIC PROTECTION DEVICE,3880.8
SPIDERFX 5MM X 320/190CM EMBOLIC PROTECTION DEVICE,3880.8
SPIDERFX 6MM X 190CM EMBOLIC PROTECTION DEVICE,3880.8
SPINE CAGE  9X9X20 COROENT,7500
SPINE CANNULA FENESTRATED-MIS,2250
SPINE IMPLANT SI JOIN,7500
SPINE J-HOOK ASSEMBLY,1750
SPINE ROD 45MM,500
SPINE ROD 65MM,1000
SPINE ROD BENT 60MM,150
SPINE ROD CVD 55MM,500
SPINE TS IMPLANT SI JOIN,7500
SPLINT ROLL  3 IN X 24 FT,273.56
SPLINT ROLL MAXI 4 IN X 24 FT PLASTER/FLANNEL,320.63
SPLINT ROLL MAXI 6 IN X 24 FT PLASTER/FLANNEL,400.28
SPONGE 5.0MM ROUND,293.4
SPONGE BICOL COLLAGEN,172.05
SPONGE CANCELLOUS SI JOIN 2PACK,750
SPONGE CANCELLOUS SI JOIN 6PACK,416.67
SPY ELITE SINGLE VIAL PACK (6/PK),2677.62
SPYDER II SHOULDER STABLIZER KIT,420.13
STABILIT VERTEBRAL AUGMENTATION KIT,14895
STABILIZER 300,404.6
STABILZER 180,404.6
STAPLE  FIXATION SMALL,972
STAPLE  MED  FIXATION  W SPIKE,2029.5
STAPLE EXPEDIUM ANT DH CAUDAL SMALL,2000
STAPLE EXPEDIUM ANT DH ROSTAL SMALL,2000
STAPLE EXPEDIUM ANT SINGLE HOLE,3600
STAPLE IMPLANT 11X10X10MM,1852.5
STAPLE IMPLANT 13X10X10 MM,1852.5
STAPLE LINEAR RELOAD PROXIMATE  GREEN 100MM,401.51
STAPLE RELOAD BLUE 6-ROW,471.32
STAPLE RELOAD CONTOUR BLUE,1138.97
STAPLE RELOAD CONTOUR GREEN,1138.97
STAPLE RELOAD ECHELON 35 VASCULAR WHITE,715.13
STAPLE RELOAD ECHELON 45 GREY,696.09
STAPLE RELOAD ECHELON 60 BLUE,627.03
STAPLE RELOAD ECHELON 60 GOLD,627.03
STAPLE RELOAD ECHELON 60 GREEN,627.03
STAPLE RELOAD ECHELON FLEX GST 45 BLUE,687.13
STAPLE RELOAD ECHELON FLEX GST 45 GOLD,656.64
STAPLE RELOAD ECHELON FLEX GST 45 GREEN,656.64
STAPLE RELOAD ECHELON FLEX GST 45 WHITE,687.13
STAPLE RELOAD ECHELON FLEX GST 60 BLUE,743
STAPLE RELOAD ECHELON FLEX GST 60 GOLD,743
STAPLE RELOAD ECHELON FLEX GST 60 GREEN,743
STAPLE RELOAD ECHELON FLEX GST 60 WHITE,754.15
STAPLE RELOAD EGIA  60MM PURPLE REINFORCED,1892.93
STAPLE RELOAD EGIA 45 ARTICULATING MED-THICK (BLACK),1007.15
STAPLE RELOAD EGIA 45 ARTICULATING MED-THICK (PURPLE),857.25
STAPLE RELOAD EGIA 45 ARTICULATING VAS MED CURVED (TAN),998.42
STAPLE RELOAD EGIA 45MM  REINFORCEMENT,1622.25
STAPLE RELOAD EGIA 45MM BLACK REINFORCED,2964.42
STAPLE RELOAD EGIA 45MM CVD (PURPLE),1037.3
STAPLE RELOAD EGIA 45MM PURPLE REINFORCEMENT,1622.25
STAPLE RELOAD EGIA 45MM REINFORCED,1622.25
STAPLE RELOAD EGIA 60MM BLACK,1418.85
STAPLE RELOAD EGIA 60MM BLACK REINFORCED,2183.85
STAPLE RELOAD EGIA 60MM CVD PURPLE,1404.09
STAPLE RELOAD EGIA 60MM CVD TAN,1404.09
STAPLE RELOAD EGIA 60MM PURPLE,2211.93
STAPLE RELOAD EGIA 60MM REINFORCED,1892.93
STAPLE RELOAD ENDO GIA ROTICULATOR 30MM 2.5,659.7
STAPLE RELOAD ENDO GIA ROTICULATOR 30MM BLUE,659.7
STAPLE RELOAD ENDO GIA ROTICULATOR 45 - 2.0 GREY,942.44
STAPLE RELOAD ENDO GIA ROTICULATOR 45 - 2.5 WHITE,753.93
STAPLE RELOAD ENDO GIA ROTICULATOR 45 - 3.5 BLUE,753.93
STAPLE RELOAD ENDO GIA ROTICULATOR 45 - 4.8 GREEN,791.69
STAPLE RELOAD ENDO GIA ROTICULATOR 60 - 2.5 WHITE,939.06
STAPLE RELOAD ENDO GIA ROTICULATOR 60 - 3.5 BLUE,939.06
STAPLE RELOAD ENDOPATH ETS 45MM LINEAR -WHITE,471.32
STAPLE RELOAD ENDOPATH ETS45 GRAY 6-ROW,574.56
STAPLE RELOAD ETHICON WHITE FOR FLEX 60,840.67
STAPLE RELOAD F EZ45G TISSUE THICK,550.25
STAPLE RELOAD SIG 45,998.42
STAPLE RELOAD SIG 45 TAN,998.42
STAPLE RELOAD TA 45-3.5 SULU BLUE,720.68
STAPLE RELOAD TA 90-3.5 SULU BLUE,643.64
STAPLE RELOAD TA 90-4.8 SULU GREEN,662.94
STAPLE SPEED IMPLANT 9X7X7MM,1852.5
STAPLER  CONTOUR CURVED CUTTER GREEN,2024.33
STAPLER  HCS PROLAPSE  AND  HEMORROID SET,1788.75
STAPLER CONTOUR CURVED CUTTER 3 X 3.5MM BLUE,2054.7
STAPLER CUTTER LINEAR  35MM WHITE SHORT,1018.2
STAPLER CUTTER LINEAR ARTICULATING 45MM -NO CARTRIDGE INCLUDED,942.69
STAPLER CUTTER POWERED LINEAR ECHELON FLEX 45 -NO CARTRIDGE INCLUDED,1300.25
STAPLER CUTTER POWERED LINEAR ECHELON FLEX 60 -NO CARTRIDGE INCLUDED,1560.29
STAPLER CUTTER RELOAD LINEAR GREEN 75MM,271.64
STAPLER DAVINCI RELOAD BLUE,810
STAPLER DAVINCI RELOAD GREEN,810
STAPLER ECHELON 45 ENDOPATH,1236.03
STAPLER EEA XL 21MM BLUE,4855.28
STAPLER EEA XL 25MM BLUE,5801.4
STAPLER ENDO GIA 30 2.5MM,2504.07
STAPLER ENDO GIA 30 2.5MM,7512.21
STAPLER ENDO GIA RELOAD 30 2.5MM,1235.84
STAPLER ENDO GIA UNIVERAL 12MM,462.2
STAPLER ENDOPATH CIRC STEALTH,1128.24
STAPLER ENDOSCOPIC CIRCULAR,1128.23
STAPLER ENDOSCOPIC CIRCULAR,1128.24
STAPLER ENDOSCOPIC CIRCULAR,1128.24
STAPLER GIA UNIVERAL 12MM,424.13
STAPLER ILS CIRCULAR CURVED 21MM,1004.1
STAPLER ILS CIRCULAR CURVED 25MM,1004.39
STAPLER ILS CIRCULAR CURVED 29MM,1004.4
STAPLER ILS CIRCULAR CURVED 33MM,1004.39
STAPLER LINEAR 60MM GREEN TX60G,333.96
STAPLER LINEAR ARTICULATING  BLUE,863.06
STAPLER LINEAR BLUE REG 60MM,333.96
STAPLER LINEAR CUTTER 45 MM REGULAR,1054.92
STAPLER LINEAR REG BLUE 30MM TX30B,329.21
STAPLER MULTIFIRE PREMIUM 35 SKIN,335.88
STAPLER MULTIFIRE PREMIUM 35W SKIN,335.88
STAPLER POWERED FLEX VASCULAR 35MM,1300.24
STAPLER PURSTRING 65,857.33
STAPLER RELOADABLE TA 45-3.5 BLUE,1452.69
STAPLER RELOADABLE TA 90-3.5 BLUE,1529.73
STAPLER RELOADABLE TA 90-4.8 GREEN,1614.29
STAPLER ULTRA ENDO GIA  STD HANDLE,516.06
STAPLER ULTRA ENDO GIA RELOAD 30MM WHITE,722.57
STAPLER ULTRA ENDO GIA RELOAD 30MM WHITE,659.7
STAPLER ULTRA ENDO GIA SHORT HANDLE,469.13
STAPLER VASCULAR LINEAR 30MM,357.08
STARFISH EVO HEART POSITIONER,2700
STAXX XD 22MM CONVEX LOW PROFILE,10000
STAXX XD 22MM LORDOTIC LOW PROFILE,10000
STAXX XD 25MM CONVEX LOW PROFILE,10000
STAXX XD 25MM LORDOTIC LOW PROFILE,10000
STAXX XD 29MM CONVEX LOW PROFILE,10000
STD CLOSURE,125
STEALTH 1.25,15277.5
STEM  13 X 125 CEMENTED STRAIGHT,6757.93
STEM CEMENTED STR MM 10 X 100,6757.93
STEM EVOLVE 6.5MM,5035
STEM EVOLVES 6.5MM +2,5605
STEM EVOLVES 7.5MM,5605
STEM EVOLVES 7.5MM +2,5035
STEM EXTENDER LNTH/80MM,1699.88
STEM F/RADIAL HEAD 10.0 X 0MM,3525
STEM F/RADIAL HEAD 10.0 X 4MM,3525
STEM F/RADIAL HEAD 7.0 X 6MM,3525
STEM F/RADIAL HEAD 8.0 X 0.0MM,3525
STEM F/RADIAL HEAD 8.0 X 2MM,3525
STEM F/RADIAL HEAD 8.0 X 4MM,3525
STEM F/RADIAL HEAD 8.0 X 8MM,3525
STEM F/RADIAL HEAD 9.0 X 4MM,3525
STEM HIP VERSYS 12/14 NECK TAPER SIZE 13 STAND. BODY,7750
STEM HIP VERSYS CEM FEMORAL 16 X 145MM STD,7750
STEM HIP VERSYS CEM FEMORAL 17 X 150MM STD,7750
STEM HIP VERSYS FM TAPER 11X120MM STD BODY/NECK,7750
STEM HIP VERSYS FM TAPER 12 STD BODY/NECK,7750
STEM HIP VERSYS FM TAPER 12X125MM STD BODY/NECK,7750
STEM HIP VERSYS FM TAPER 13X130MM STD BODY/NECK,7750
STEM HIP VERSYS FM TAPER 14X135MM LM BODY/STD NECK,7750
STEM HIP VERSYS FM TAPER 14X135MM STD BODY/EXT NECK,7750
STEM HIP VERSYS FM TAPER 14X135MM STD BODY/NECK,7750
STEM HIP VERSYS FM TAPER 15X140MM STD BODY/NECK,7750
STEM HIP VERSYS FM TAPER 15X140MM STD BODY/NECK,7750
STEM HIP VERSYS FM TAPER 16X145MM LM BODY/STD NECK,7750
STEM HIP VERSYS FM TAPER 17X150MM STD BODY/NECK,7750
STEM HIP VERSYS FM TAPER SIZE 18 STD BODY/NECK,7750
STEM MM 12 X 125 CEMENTED STR,6757.93
STEM RADIAL 10MM TI STRAIGHT 20MM STERILE,3721.5
STEM RADIAL 7MM TI CURVED 42MM STERILE,3721.5
STEM RADIAL 7MM TI STRAIGHT 26MM STERILE,3721.5
STEM RADIAL 8MM TI CURVED 44MM STERILE,3721.5
STEM RADIAL 8MM TI STRAIGHT 28MM STERILE,3721.5
STEM RADIAL 9MM TI STRAIGHT 30MM STERILE,3721.5
STEM RESTORATION OS 165MM TI LONG STEM,11790
STEM RHEAD LATERAL SZ 2,9370
STEM WITH SCREW EXPLOR 9MM X 30MM,4827.5
STENT  ENROUTE TRANSCAROTID SYSTEM,6125
STENT  ENROUTE TRANSCAROTID SYSTEM,6125
STENT  ENROUTE TRANSCAROTID SYSTEM,6125
STENT  ENROUTE TRANSCAROTID SYSTEM 9X40,6125
STENT 5MMX40X120,3000
STENT 6FR X 20CM  SOFT CONTOUR,338.25
STENT 6FR X 22CM URETERAL CONTOUR,285
STENT 6FR X 24CM URETERAL CONTOUR,285
STENT 6FR X 26CM URETERAL CONTOUR,285
"STENT 6MM DIA  LENGTH, 125CM OTW, ZILVER PTX DRUG-ELUTING  ZISV6-35-125-6-40-PTX",2937.5
"STENT 6MM DIA X 60MM LENGTH, 125CM OTW, ZILVER PTX DRUG-ELUTING PERIPHERAL STENT, 0.035IN MAX GUIDEWIRE ZISV6-35-125-6-60-PTX",3737.5
"STENT 7MM DIA X 120MM LENGTH, 125CM OTW, ZILVER PTX DRUG-ELUTING  ZISV6-35-125-7-120-PTX",4987.5
"STENT 9MM X 80MM, 120CM DELIVERY, S.M.A.R.T. CONTROL ILIAC STENT SYSTEM, SELF-EXPANDING, NITINOL, 0.035IN MAX GUIDEWIRE",1875
STENT ASCERTA URETERAL 4.8FR X 24CM,197.5
STENT ASCERTA URETERAL 4.8FR X 26CM,197.5
STENT ASCERTA URETERAL 4.8FR X 28CM,197.5
STENT ASCERTA URETERAL 6FR X 22CM,482.63
STENT ASCERTA URETERAL 6FR X 24CM,197.5
STENT ASCERTA URETERAL 6FR X 28CM,197.5
STENT ASCERTA URETERAL 6FR X 28CM,197.5
STENT ASCERTA URETERAL 7FR X 22CM,197.5
STENT ASCERTA URETERAL 7FR X 24CM,197.5
STENT ASCERTA URETERAL 7FR X 26CM,197.5
STENT ASCERTA URETERAL 7FR X 28CM,197.5
STENT ASCERTA URETERAL FIRM  4.8FR X 28CM,197.5
STENT ASCERTA URETERAL FIRM 4.8FR X 24CM,197.5
STENT ASCERTA URETERAL FIRM 4.8FR X 26CM,197.5
STENT ASCERTA URETERAL FIRM 6FR X 28CM,197.5
STENT ASCERTA URETERAL FIRM 6FR X 30CM,197.5
STENT ASCERTA URETERAL FIRM 7FR X 22CM,197.5
STENT ASCERTA URETERAL FIRM 7FR X 24CM,197.5
STENT ASCERTA URETERAL FIRM 7FR X 26CM,197.5
STENT ASCERTA URETERAL FIRM 7FR X 28CM,197.5
STENT ASCERTA URETERAL FIRM 7FR X 30CM,197.5
STENT BLACK SILICONE FILIFORM DBL PIGTAIL URETERAL 6FRX24CM,332.5
STENT BLACK SILICONE FILIFORM DBLTAIL URETERAL 6FRX22CM,332.5
STENT BLACK SILICONE FILIFORM DP URETERAL 6FR X 26CM,332.5
STENT CATHETER KAYE NEPHROSTOMY TAMPONADE,588.13
STENT CONTOUR VL URETERAL 4.8FR X 22-30CM,285
STENT CONTOUR VL URETERAL 6.0FR X 22-30CM,285
STENT DRUG-ELUTING ZILVER PTX  35-125-6-60,3737.5
STENT DRUG-ELUTING ZILVER PTX 35-125-6-100,4487.5
STENT DRUG-ELUTING ZILVER PTX 35-125-6-40,2937.5
STENT DRUG-ELUTING ZILVER PTX 35-125-6-80,4487.5
STENT DRUG-ELUTING ZILVER PTX 35-125-7-100,4487.5
STENT DRUG-ELUTING ZILVER PTX 35-125-7-60,3737.5
STENT DRUG-ELUTING ZILVER PTX 35-125-7-80,4487.5
STENT ENROUTE TRANSCAROTID SYSTEM,6125
STENT EXPRESS LD BILIARY OTW 6 X 57 X 60 X 75MM,3289
STENT EXPRESS LD BILIARY OTW 7 X 37 X 40 X 75MM,3208.5
STENT EXPRESS LD BILIARY OTW 7 X 57 X 60 X 75MM,3438.5
STENT EXPRESS LD BILIARY OTW 8 X 37 X 40 X 75MM,3208.5
STENT EXPRESS LD BILIARY OTW 8 X 57 X 60 X 75MM,3438.5
STENT EXPRESS LD BILIARY OTW 9 X 37 X 40 X 75MM,3208.5
STENT EXPRESS LD BILIARY OTW 9 X 57 X 60 X 75MM,3438.5
STENT FOR ILEO-CONDUIT SILITEX 8.5FR,1000
STENT GENESIS TRANSSHEPATIC BILARY 8MM X 39MM X 80CM,1737.5
STENT GRAFT ENDURANT,22443.75
STENT INJECTION 6.0 X 22-30,346.45
STENT INLAY MULTILENGTH URETERAL 8FR X 22-32 CM,200
STENT INLAY URETERAL 7FR X 26CM,197.5
STENT INLAY URETERAL 8FR X 14CM,200
STENT INLAY URETERAL 8FR X 20CM,200
STENT INLAY URETERAL 8FR X 22CM,162.5
STENT INLAY URETERAL 8FR X 24CM,200
STENT INLAY URETERAL 8FR X 26CM,200
STENT INLAY URETERAL 8FR X 28CM,200
STENT LONG SMART BILIARY 6MM X 120CM X 120MM,2000
STENT NEPHROURETAL  10FR X 22CM,234.33
STENT NEPHROURETERAL 10FR X 24CM,234.33
STENT PALMAZ BLUE OTW BILIARY 5MM X 15 X 135CM,1875
STENT PALMAZ BLUE OTW BILIARY 5MM X 18 X 135CM,1875
STENT PALMAZ BLUE OTW BILIARY 6MM X 15 X 135CM,1875
STENT PALMAZ BLUE OTW BILIARY 6MM X 18 X 135CM,1875
STENT PALMAZ BLUE OTW BILIARY 6MM X 18 X 80CM,1875
STENT PALMAZ BLUE OTW BILIARY 7MM X 15 X 135CM,1875
STENT PALMAZ BLUE OTW BILIARY 7MM X 18 X 135CM,1875
STENT PALMAZ BLUE RX BILIARY 5MM X 18X 135CM,2875
STENT PALMAZ BLUE RX BILIARY 5MM X 20 X 75CM,2875
STENT PALMAZ BLUE RX BILIARY 6MM X 15 X 75CM,2875
STENT PALMAZ BLUE RX BILIARY 6MM X 16,2875
STENT PALMAZ GENESIS BILIARY 5MM X 17 X 80CM,1737.5
STENT PALMAZ GENESIS BILIARY 7MM X 24 X 135CM,1737.5
STENT PALMAZ GENESIS BILIARY 7MM X 30 X 135CM,1737.5
STENT PALMAZ GENESIS BILIARY 7MM X 40 X 135CM,1737.5
STENT PALMAZ GENESIS BILIARY 8MM X 24 X 135CM,1737.5
STENT PALMAZ GENESIS BILIARY 8MM X 30 X 80CM,1737.5
STENT PALMAZ GENESIS BILIARY 9MM X 30 X 135CM,1737.5
STENT PALMAZ GENESIS BILIARY 9MM X 40 X 135CM,1737.5
STENT PALMAZ UNMOUNTED XL TRANSHEPATIC BILARY 10X30,2375
STENT PERCUFLEX DUODENAL BILIARY 10FR X 10MM KIT,214.25
STENT PERCUFLEX PLUS URETERAL 4.8FR X 20CM,285
STENT PERCUFLEX PLUS URETERAL 4.8FR X 24CM,285
STENT PERCUFLEX PLUS URETERAL 4.8FR X 26CM,285
STENT PERCUFLEX URETERAL 4.8FR X 22CM,495
STENT PERCUFLEX URETERAL 6FR X 20CM,200
STENT PERCUFLEX URETERAL 7FR X 20CM,200
STENT PERCUFLEX URINARY DIVERSION OPEN TIP 7X80,809.88
STENT PERCUFLEX URINARY DIVERSION OPEN TIP 8X80,809.88
STENT PERCUTANEOUS ENDOPYELOTOMY,241.08
STENT PIGTAIL 8FR PEDIATRIC,350
STENT PLAMAZ BILARY STENT 8MMX40X135CM,1737.5
STENT POLARIS 6 X 22,589.05
STENT POLARIS 6 X 24,589.05
STENT POLARIS 7 X 22,379.25
STENT POLARIS URETERAL 6FR X 26CM,648.38
STENT PRECISE PRO RX 7MM X 40 CAROTID SYS,3300
STENT PRECISE PRO RX 8MM X 30 CAROTID,3300
STENT PRECISE PRO RX 8MM X 40 CAROTID SYS,3300
STENT PRECISE PRO RX 9MM X 30 CAROTID,3300
STENT PRECISE PRO RX 9MM X 40 CAROTID,3300
STENT PROTEGE GPS 6FR .035 14MM X 80MM X 120CM,2000
STENT SEIDMON ANTEGRADE 6FR,297.1
STENT SILHOUETTE COMFORT URETERAL 4.6FR X 16CM,300
STENT SILHOUETTE COMFORT URETERAL 4.6FR X 20CM,300
STENT SILHOUETTE SCAFFOLD URETERAL 8FR X 22CM,725
STENT SILHOUETTE SCAFFOLD URETERAL 8FR X 24CM,725
STENT SILHOUETTE SCAFFOLD URETERAL 8FR X 26CM,675
STENT SILHOUETTE XTRAFLO URETERAL 6FR X 20CM,350
STENT SILHOUETTE XTRAFLO URETERAL 6FR X 22CM,350
STENT SILHOUETTE XTRAFLO URETERAL 6FR X 24CM,350
STENT SILHOUETTE XTRAFLO URETERAL 6FR X 26CM,350
STENT SILHOUETTE XTRAFLO URETERAL 6FR X 28CM,350
STENT SMART 6X150,2000
STENT SMART BILIARY 6MM X 120CM X 120MM,2000
STENT SMART BILIARY 6MM X 120CM X 150MM,2000
STENT SMART BILIARY 7MM X 120CM X 120MM,2000
STENT SMART BILIARY 7MM X 120CM X 150MM,2000
STENT SMART BILIARY LONG SX 7MM X 150MM X 120MM,2803.2
STENT SMART CONTROL BILIARY 10MM X 80CM X 80MM,1600
STENT SMART CONTROL BILIARY 12MM X 80CM X 40MM,1987.5
STENT SMART CONTROL BILIARY 12MM X 80CM X 60MM,1987.5
STENT SMART CONTROL BILIARY 14MM X 80CM X 40MM,1987.5
STENT SMART CONTROL BILIARY 14MM X 80CM X 60MM,1987.5
STENT SMART CONTROL BILIARY 9MM X 80CM X 80MM,1600
STENT SMART CONTROL ILIAC 10MM X 120CM X 40MM,1600
STENT SMART CONTROL ILIAC 10MM X 120CM X 60MM,1600
STENT SMART CONTROL ILIAC 10MM X 120CM X 80MM,1875
STENT SMART CONTROL ILIAC 10MM X 80CM X 40MM,1600
STENT SMART CONTROL ILIAC 10MM X 80CM X 60MM,1600
STENT SMART CONTROL ILIAC 6MM X 120CM X 100MM,1600
STENT SMART CONTROL ILIAC 6MM X 120CM X 30MM,1600
STENT SMART CONTROL ILIAC 6MM X 120CM X 40MM,1600
STENT SMART CONTROL ILIAC 6MM X 120CM X 60MM,1600
STENT SMART CONTROL ILIAC 6MM X 120CM X 80MM,1600
STENT SMART CONTROL ILIAC 7MM X 120CM X 100MM,1600
STENT SMART CONTROL ILIAC 7MM X 120CM X 300MM,1600
STENT SMART CONTROL ILIAC 7MM X 120CM X 40MM,1600
STENT SMART CONTROL ILIAC 7MM X 120CM X 60MM,1600
STENT SMART CONTROL ILIAC 7MM X 120CM X 80MM,1600
STENT SMART CONTROL ILIAC 8MM X 120CM X 100MM,1600
STENT SMART CONTROL ILIAC 8MM X 120CM X 30MM,1600
STENT SMART CONTROL ILIAC 8MM X 120CM X 40MM,1600
STENT SMART CONTROL ILIAC 8MM X 120CM X 60MM,1600
STENT SMART CONTROL ILIAC 8MM X 120CM X 80MM,1600
STENT SMART CONTROL ILIAC 9MM X 120CM X 40MM,1600
STENT SMART CONTROL ILIAC 9MM X 80CM X 30MM,1600
STENT SMART CONTROL ILIAC 9MM X 80CM X 40MM,1600
STENT SMART CONTROL ILIAC 9MM X 80CM X 60MM,1600
STENT SMART FLEX BILIARY 5MM X 100CM X 120M,1600
STENT SMART FLEX BILIARY 5MM X 120CM X 120MM,2000
STENT SMART FLEX BILIARY 5MM X 30CM X 120MM,1600
STENT SMART FLEX BILIARY 5MM X 40CM X 120MM,1600
STENT SMART FLEX BILIARY 5MM X 60CM X 120MM,1600
STENT SMART FLEX BILIARY 5MM X 80CM X 120MM,1600
STENT SMART FLEX BILLARY 6MMX150MM,2000
STENT TIGRIS VASCULAR 5 X 60MM,3662.5
STENT TIGRIS VASCULAR 6,3662.5
STENT TIGRIS VASCULAR 6 X40,3662.5
STENT TRANSCAROTID ENROUTE SYSTEM,6125
STENT ULTRATHANE MAC LOC NEPHROUTETEROSTOMY 10.25F X 26CM,301.05
