Generic Item Name,National Drug Code, Charge 
SUMAtriptan  6 mg/0.5 mL INJ (Imitrex),173044902,"$1,453.95 "
SUMAtriptan 25 mg TAB (Imitrex (EQV)),62756052088,$23.78 
SUNitinib cap 25 mg (Sutent),69077030,$500.98 
Syringe,1,$0.05 
tacrolimus 0.5 mg Cap (Prograf),781210201,$9.00 
tacrolimus 1 mg CAP (Prograf),781230101,$18.00 
tacrolimus 5 mg capsule,781210401,$33.17 
tacrolimus 5 mg/mL SOLN,469301601,$905.49 
tacrolimus oral susp 0.5 mg/mL,60000000006,$4.50 
tadalafil 20 mg TAB (Adcirca/Cialis),2446430,$87.39 
TALC - Sterile Aerosol POWDER 4gm (Sclerosol (EQV)),63256010030,$551.25 
TAMOXIFEN 10 mg TAB (Nolvadex EQV)),63739026910,$2.34 
TAMSULOSIN 0.4 mg CAP (FLOMAX),597005801,$31.05 
tapentadol IR 100 mg Tab (Nucynta),50458084002,$17.60 
tapentadol IR 50 mg Tab (Nucynta),50458082002,$21.65 
tapentadol IR 75 mg Tab (Nucynta),50458083002,$13.23 
tbo-filgrastim 300 mcg/0.5 mL SOLN (Granix),63459091011,"$2,014.38 "
tbo-filgrastim 480 mcg/0.8 mL SOLN (Granix),63459091211,"$2,014.97 "
telaprevir 375 mg TAB (Incivek),51167010003,$418.64 
TELMISARTAN 40 mg TAB (MICARDIS),597004037,$26.67 
TEMAZEPAM 15 mg CAP (RESTORIL (EQV)),67877014601,$0.46 
TEMAZEPAM 7.5 mg CAP (RESTORIL (EQV)),68084054921,$26.85 
TEMSIROLIMUS 10 mg/mL INJ (Torisel),8117901,"$2,480.40 "
tenecteplase 50 mg INJ (TNKase),50242003861,"$14,429.93 "
tenofovir 25 mg TAB,61958230101,$156.38 
tenofovir 300 mg TAB (Viread),69097053302,$150.67 
TERAZOSIN 1 mg CAP (Hytrin (EQV)),904612661,$0.54 
TERAZOSIN 5 mg CAP  (Hytrin (EQV)),59746038506,$0.88 
TERBINAFINE 250 mg TAB (Lamisil (EQV)),31722020930,$2.43 
TERBINAFINE Topical 1% CREAM (Lamisil (EQV)),67399842,$2.95 
terbutaline 1 mg/mL INJ (Brethine (EQV)),63323066501,$93.50 
terbutaline 1000 mcg/mL (PEDS) Inj,55390019310,$17.37 
terbutaline 2.5 mg TAB (Brethine (EQV)),68084025621,$2.58 
terbutaline 5 mg TAB (Brethine (Eqv)),68084025721,$7.61 
TERCONAZOLE 0.8% VAG CREAM (Terazol -3 (EQV)),62535601,$10.89 
TESTOSTERONE 50 mg/5 gm GEL (AndroGel ),51845030,$16.97 
TESTOSTERONE CYPIONATE 200 mg/mL SOLN,9041701,$118.13 
TETANUS IMMUNE GLOBULIN 250 units INJ (HyperTet),13533063402,"$1,007.37 "
TETANUS/DIPHTHERIA/PERTUSSIS acel (Tdap) INJ Adult,49281040010,$371.01 
TETANUS/DIPHTHERIA/PERTUSSIS acel PEDIATRIC(TdapPediatric) INJ ,49281029810,$251.69 
TETANUS-DIPHTHERIA TOXOIDS 0.5 mL INJ Adult,49281027110,$120.39 
TETRACAINE 1% INJ (2ml),409184602,$13.01 
TETRACAINE OPH. 0.5% SOLN (Pontocaine (EQV)),65074112,$18.74 
TETRACAINE Topical 2% SOLN (Pontocaine (EQV)),409186601,$2.52 
TETRACYCLINE 250 mg CAP,23155001701,$22.32 
TETRAHYDROZOLINE OPH. 0.05% SOLN (Visine (EQV)),904299235,$0.42 
THEOPHYLLINE 100 mg ER (Theodur (EQV)),904588761,$2.39 
theophylline 100 mg/24 hours ERC,50474010001,$6.89 
THEOPHYLLINE 2 mg/mL-D5% IV SOLN 100 mL,409766823,$0.27 
THEOPHYLLINE 200 mg ER (Theodur (EQV)),904161161,$1.24 
theophylline 200 mg/24 hours ERC,50474020001,$10.26 
THEOPHYLLINE 300 mg TAB ER (Theodur (EQV)),62332002531,$12.27 
THEOPHYLLINE 400 mg/24 hours ER (Uniphyl (EQV)),67781025101,$6.26 
THEOPHYLLINE 80 mg/15 mL ORAL Soln,49708064490,$1.90 
THEOPHYLLINE 800mg/500ml D5W PREMIX SOLN (1.6 mg/mL)-D5%,409766603,$0.06 
THIAMINE 100 mg TAB,50268085115,$1.00 
THIAMINE 200 mg/2mL INJ (Vit B1),63323001302,$25.86 
THIAMINE 50 mg TAB,10135013110,$1.00 
THIOGUANINE 40 mg TAB (TABLOID (EQV)),173088025,$39.29 
thioridazine 10 mg TAB (Mellaril (EQV)),51079056520,$1.70 
thioridazine 100 mg TAB (Mellaril (EQV)),51079058020,$3.40 
thioridazine 25 mg TAB (Mellaril (EQV)),51079056620,$2.39 
thioridazine 50 mg TAB (Mellaril (EQV)),51079056720,$3.25 
THIOTEPA 15 mg PWDI Vial,55390003010,"$2,677.50 "
THIOTHIXENE 1 mg CAP (NAVANE (EQV)),51079058620,$0.49 
THIOTHIXENE 2 mg CAP (NAVANE (EQV)),378200201,$4.52 
THIOTHIXENE 5 mg CAP (NAVANE (EQV)),378300501,$6.86 
THROMBIN recombinant 5000 intl units (Recothrom),28400010541,$292.50 
THROMBIN Topical 5000 units (Thrombinar),52604710201,$355.28 
thyroid 30 mg TAB,456045863,$1.01 
thyroid 60 mg TAB,456045963,$1.01 
thyrotropin alfa 1.1 mg PWDI (THYROGEN (EQV)),54868184904,"$6,896.25 "
TIAGABINE 12 mg TAB (Gabitril),63459041201,$35.82 
ticagrelor 60 mg TAB (BRILINTA (EQV)),186077660,$19.76 
ticagrelor 90 mg TAB (BRILINTA (EQV)),186077739,$23.55 
TICLOPIDINE 125 mg (1/2 of 250 mg) TAB,60505002702,$5.85 
TIGECYCLINE 50 mg INJ (Tygacil),8499002,$776.44 
tigecycline 50 mg/100 mL NSS,8499020,$4.93 
timolol 10 mg TAB (Blocadren (EQV)),378022101,$6.13 
timolol OPH. 0.25% SOLN (Timoptic (EQV)),24208033005,$2.47 
timolol OPH. 0.5% SOLN (Timoptic (EQV)),17478028810,$4.35 
TIOTROPIUM 18 mcg CAP (SPIRIVA),597007575,$70.88 
tiotropium 2.5 mcg/inh RESPIMAT,597010031,$164.61 
tipranavir 250 mg CAP,597000302,$57.87 
tirofiban 12.5 mg/250 mL SOLN,25208000202,"$2,052.50 "
tirofiban 5 mg/100 mL SOLN,25208000201,$980.42 
tiZANidine 2 mg TAB (Zanaflex(EQV)),57664050289,$1.34 
tiZANidine 4 mg TAB (Zanaflex(EQV)),68084001301,$2.85 
TOBRAMYCIN 1.2 g PWDI,63323030351,$937.68 
TOBRAMYCIN 40 mg/mL Solution IVPB,703940204,$9.00 
tobramycin 5 mg/mL (SCN/PEDS) INJ,69030102,$6.39 
TOBRAMYCIN 60 mg/mL INHAL SOLN (Tobi),78049471,$117.93 
TOBRAMYCIN OPH. 0.3% OINT (Tobrex (EQV)),65064435,$106.75 
TOBRAMYCIN OPH. 0.3% SOLN (Tobrex (EQV)),17478029010,$11.43 
TOLNAFTATE  TOPICAL 1% PWD (Tinactin (EQV)),182166760,$0.22 
TOLNAFTATE  Topical 1% SOLN,45802003385,$1.21 
TOLNAFTATE TOPICAL 1% CREAM (Tinactin (EQV)),472190015,$1.60 
TOLTERODINE 1 mg TAB (Detrol (EQV)),9454102,$26.90 
TOLTERODINE 2 mg ERC (Detrol-LA (EQV)),9519001,$45.71 
TOLVAPTAN 15 mg TAB (Samsca),59148002050,"$1,771.15 "
TOLVAPTAN 30 mg TAB(Samsca),59148002150,"$1,837.36 "
TOPIRAMATE 100 mg TAB (TOPAMAX (EQV)),68084034401,$1.13 
TOPIRAMATE 25 mg TAB (Topamax (EQV)),68084034201,$1.00 
TOPOTECAN 0.5 mg/mL (Hycamtin) PWDI,7420101,$386.01 
torsemide 10 mg TAB (Demadex(EQV)),50111091601,$2.57 
torsemide 20 mg TAB (Demadex (EQV)),51079002620,$1.00 
torsemide 5 mg TAB (Demadex (EQV)),93712701,$2.33 
TPN Adult up to 1000 mL,72,$0.22 
TPN Adult up to 2000 mL,338111304,$0.22 
TPN Adult up to 3000 mL,409420303,$0.22 
TPN Neonate/Pediatric,81,$1.19 
TPN Novamine per 500 mL,409712207,$0.36 
TRACE ELEMENTS INJ (Multi-Trace-4 ),409459210,$1.93 
traMADol 12.5 mg TAB (1/4 of 50 mg),51079099120,$1.00 
traMADol 25 mg TAB (1/2 of 50 mg),60505017101,$1.00 
traMADol 50 mg TAB (ULTRAM (EQV)),62584055901,$1.00 
tranexamic acid 1 gram in NSS 100 mL Premix,781210402,$2.66 
tranexamic acid 100 mg/mL INJ,517096010,$38.20 
tranexamic acid 2 grams/100 mL for IRRIGATION ONLY,67457019710,$5.33 
TRANYLCYPROMINE 10 mg TAB (PARNATE (EQV)),7447120,$15.04 
trastuzumab 150 mg (Herceptin),50242013201,"$6,417.00 "
trastuzumab 440 mg (Herceptin),50242013468,$35.19 
TRAVOPROST OPH. 0.004% SOLN (Travatan),65026625,$151.38 
traZODone 100 mg TAB (Desyrel (EQV)),68084012501,$1.00 
traZODone 12.5 mg TAB (1/4 of 50 mg) (Desyrel (EQV)),555048902,$1.00 
traZODone 25 mg TAB (1/2 of 50 mg) (Desyrel (EQV)),603614421,$1.00 
traZODone 50 mg TAB (Desyrel (EQV)),904399061,$1.00 
TRIAMCINOLONE  0.5% CREAM,45802006535,$2.68 
TRIAMCINOLONE  0.5% OINT,45802004935,$2.68 
TRIAMCINOLONE ACETONIDE 10 mg/mL INJ SUSP (5ml) (Kenalog-10 (EQV)),3049420,$51.03 
TRIAMCINOLONE ACETONIDE 40 mg/mL (5ml) INJ SUSP (Kenalog 40 (EQV)),3029320,$37.37 
TRIAMCINOLONE ACETONIDE 40 mg/mL INJ SUSP (1ml) (Kenalog-40 (EQV)),3029305,$37.08 
TRIAMCINOLONE NASAL 55 mcg/inh SPRAY (Nasacort AQ (EQV),75150616,$30.98 
TRIAMCINOLONE TOPICAL 0.025% CREAM 15gm (Kenalog (EQV)),168000315,$1.22 
TRIAMCINOLONE TOPICAL 0.025% OINT (Kenalog (EQV)),45802005435,$1.62 
TRIAMCINOLONE TOPICAL 0.1% CREAM (Kenalog EQV)),472030115,$0.40 
TRIAMCINOLONE Topical 0.1% OINT (Kenalog (EQV)),45802005535,$1.35 
TRIAMCINOLONE TOPICAL 0.1% PASTE (Kenalog in Orabase ((EQV)),64980032005,$63.24 
TRIAMTERENE 100 mg CAP (Dyrenium),65197000301,$43.11 
TRIAMTERENE 50 mg CAP (Dyrenium),65197000201,$47.42 
TRIFLUOPERAZINE 1 mg TAB,378240101,$2.75 
TRIFLUOPERAZINE 2 mg TAB,781103201,$4.42 
TRIFLUOPERAZINE 5 mg TAB,378240501,$5.57 
TRIFLURIDINE OPH. 1% SOLN (Viroptic (EQV)),61314004475,$67.11 
TRIHEXYPHENIDYL 1 mg (1/2 of 2 mg) TAB,591533599,$1.00 
TRIHEXYPHENIDYL 2 mg TAB (Artane (EQV)),62584088601,$1.00 
TRIHEXYPHENIDYL 5 mg TAB (Artane (EQV)),62584088721,$2.40 
TRIMETHOBENZAMIDE 100 mg/mL SOLN,42023011925,$65.88 
trimethoprim 10 mg/mL (SCN/PEDS) Oral SOLN,13551050105,$4.50 
TRIMETHOPRIM 100 mg TAB,591557101,$1.62 
TRIPLE DYE topical 2.29 mg-2.29 mg-1.14 mg/mL SWAB,10625071006,$1.13 
triple paste (ANTIFUNGAL)  AF 2% OINT,11086004002,$1.85 
Triple Paste (Zinc Oxide 12.8%) 60 grams,11086002101,$0.53 
TROLAMINE SALICYLATE TOPICAL 10% CREAM (Myoflex (EQV)),45802035653,$0.13 
TROMETHAMINE 18g/500 mL (1 mMol/3.3 mL) Inj (Tham),409159304,$2.64 
TROPICAMIDE OPH. 0.5% SOLN (Mydriacyl (EQV)),17478010112,$2.64 
TROPICAMIDE OPH. 1% SOLN (Mydriacyl (EQV)),65035503,$2.46 
TUBERCULIN PPD 5 TUBERCULIN 5units/0.1 mL INJ (Aplisol (EQV)),42023010401,$304.74 
UBIQUINONE 30 mg CAP (Coenzyme Q10),904501546,$1.49 
UREA 10 gm Oral Crystals,60,$0.90 
UREA Topical 40% CREAM (Carmol 20 (EQV)),10337065219,$7.74 
URSODIOL 250 mg TAB (Actigall (EQV)),58914078510,$18.16 
URSODIOL 300 mg CAP  (Actigall (EQV)),68084021301,$7.99 
URSODIOL ORAL SUSP (SCN) 20 mg/mL,22200000002,$4.50 
valACYclovir 500 mg TAB (Valtrex EQV)),378427593,$28.67 
valGANciclovir 450 mg TAB(Valcyte),4003822,$289.80 
valGANciclovir 50 mg/mL PWDR (Valcyte),4003909,$39.87 
VALPROATE 500mg/5ml INJ VIAL (Depacon (EQV)),55390000710,$9.86 
VALPROIC ACID 250 mg CAP (Depakene (EQV)),74568113,$19.98 
VALPROIC ACID 250 mg/5 mL ORAL SYRUP (Depakene (EQV)),426862116,$0.22 
VALSARTAN 160 mg TAB (Diovan),78035906,$5.85 
VALSARTAN 40 mg TAB (Diovan),78042306,$10.14 
VALSARTAN 80 mg TAB (Diovan),78035806,$12.12 
vancomycin 1 g INJ,409653349,$24.98 
Vancomycin 1 gm/250 mg NSS PIGGYBACK,409650949,$0.10 
vancomycin 1 gm/250 mL IVPB (AddEase),409653301,$0.36 
vancomycin 1 gm/250 mL NSS IVPB (AddVantage),409653501,$0.20 
vancomycin 1.25 gm/500 mL-NaCl 0.9% SOLN,61553000902,$75.96 
vancomycin 1.5 gm/500 mL-NaCl 0.9% SOLN,61553004203,$91.17 
vancomycin 125 mg/2.5 mL Oral Sol,90000000009,$2.25 
Vancomycin 2.5 mg/mL/Heparin 2500 units/mL HD Catheter solution,90000990009,$4.50 
vancomycin 250 mg/5 ml Oral Sol U/D,90000000004,$2.25 
Vancomycin 5 mg/mL (SCN/PEDS) Inj,90000000028,$1.80 
vancomycin 50 mg/ml (SCN/PEDS) Oral Sol,24200061549,$0.71 
vancomycin 500 mg INJ,409433249,$12.24 
vancomycin 500 mg/ 100 mL NSS IVPB (AddEase),409433201,$19.89 
vancomycin 500 mg/10 mL SOLN,24200061548,$2.25 
vancomycin 500 mg/100 mL NSS IVPB (AddVantage),409653401,$0.20 
vancomycin 500 mg/250 mL ENEMA,338355148,$0.09 
vancomycin 750 mg/250 mL NSS IVPB,409653102,$0.11 
vancomycin INTRATHECAL 2.5 mg/mL,409433250,$9.00 
vancomycin IntraVitreat 1 mg/0.1mL 10 mL,61553000501,$0.77 
vancomycin ophthalmic drops 1 mg/mL 25 mL,409433210,$0.11 
VARENICLINE 0.5 mg TAB (Chantix),69046856,$25.29 
VARENICLINE 1 mg TAB (Chantix),69046997,$12.71 
VARICELLA VIRUS VACCINE INJ (Varivax),6482600,"$4,193.91 "
VARICELLA ZOSTER IMMUNE GLOBULIN 625 units INJ,52769011810,$405.00 
Vashe Wound Cleaner,51383000312,$40.82 
VASOPRESSIN 20 units/mL INJ (Vial) (Pitressin (EQV)),42023011725,$21.15 
vecuronium 1 mg/ mL INJ (SCN),61553030272,$8.55 
vecuronium 10 mg PWDI (Norcuron Inj (EQV)),55390003710,$29.77 
Vedolizumab 300 mg/250 mL NSS IVPB,64764030020,"$21,685.50 "
VENLAFAXINE 100 mg oral TAB (Effexor (EQV)),93738301,$8.46 
VENLAFAXINE 12.5 mg (1/2 of 25 mg) TAB,93019999,$7.11 
VENLAFAXINE 150 mg CAP SR 24H (Effexor XR (EQV)),8083603,$52.63 
VENLAFAXINE 18.75 mg (1/2 of 37.5 mg) TAB,51079048099,$3.60 
VENLAFAXINE 25 mg TAB (Effexor (EQV)),65162030009,$3.50 
VENLAFAXINE 37.5 mg CAP SR 24H (Effexor XR (EQV)),8083701,$13.10 
VENLAFAXINE 37.5 mg TAB (Effexor (EQV)),68084033001,$6.85 
VENLAFAXINE 50 mg TAB (Effexor (EQV)),57237017401,$1.00 
VENLAFAXINE 75 mg CAP SR 24H (Effexor XR),8083321,$19.44 
VENLAFAXINE 75 mg TAB (Effexor (EQV)),68084033101,$7.49 
VERAPAMIL  40 mg TAB (Calan (EQV)),25177131,$2.43 
VERAPAMIL 120 mg TAB (Calan (EQV)),23155002701,$1.00 
VERAPAMIL 120 mg TAB ER (Calan SR (EQV)),172428560,$3.56 
VERAPAMIL 180 mg ER (Calan SR (EQV)),172428660,$1.81 
VERAPAMIL 20 mg (1/2 of 40 mg) TAB,591040401,$1.00 
VERAPAMIL 240 mg ER (Calan SR (EQV)),172428060,$11.02 
VERAPAMIL 5 mg/2mL INJ,51754020304,$79.75 
VERAPAMIL 60 mg (1/2 of 120 mg) TAB,378077201,$1.00 
VERAPAMIL 80 mg TAB (Calan (EQV)),23155002601,$1.00 
VERAPAMIL 90 mg SR (1/2 of 180 mg),172428699,$1.80 
vinBLAStine 10 mg INJ,63323027810,$10.22 
vinCRIStine 1 mg/mL SOLN,61703030916,$18.05 
VINORELBINE 10 mg/mL INJ,703418291,$59.85 
VISION TAB Vitamin TAB (Ocuvite (EQV)),536509008,$1.00 
VITAMIN A & D topical - OINT,168003545,$0.21 
VITAMIN A & D Topical - OINT (60 GMs),168003501,$0.21 
VITAMIN A 100000 units/2mL INJ (Aquasol A (EQV)),61703041807,$470.70 
VITAMIN B COMPLEX with C and Folic Acid(Nephrocaps EQV)),54868300801,$0.77 
VITAMIN B COMPLEX with C TAB,904026013,$1.00 
VITAMIN E 100 intl units CAP,904027060,$0.09 
VITAMIN E 15 units/0.3 mL ORAL SOLN (Aquasol E (EQV)),60258011130,$9.87 
VITAMIN E 400 intl units CAP,57896075201,$0.32 
VORICONAZOLE 200 mg INJ (Vfend),49319028,$671.36 
VORICONAZOLE 200 mg TAB (Vfend),49318030,$410.19 
VORICONAZOLE 50 mg TAB (Vfend),49317030,$102.55 
WARFARIN 0.25 mg (1/4 of 1 mg) TAB,56016988,$4.50 
WARFARIN 0.5 mg (1/2 of 1 mg) TAB,51672402701,$1.93 
WARFARIN 1 mg TAB (Coumadin (EQV)),56016975,$8.47 
WARFARIN 1.25 mg (1/2 of 2.5 mg) TAB,59772036407,$2.05 
WARFARIN 1.5 mg (1/2 of 3 mg) TAB,51672403001,$2.09 
WARFARIN 10 mg TAB (Coumadin (EQV)),56017475,$13.14 
WARFARIN 2 mg TAB (Coumadin (EQV)),56017070,$8.84 
WARFARIN 2.5 mg TAB (Coumadin (EQV)),56017675,$9.12 
WARFARIN 3 mg TAB (Coumadin (EQV)),56018875,$9.16 
WARFARIN 4 mg TAB (Coumadin (EQV)),56016875,$9.18 
WARFARIN 5 mg TAB (Coumadin (EQV)),56017275,$9.51 
WARFARIN 6 mg TAB (Coumadin (EQV)),56018975,$12.25 
WARFARIN 7.5 mg TAB (Coumadin (EQV)),56017375,$12.67 
WITCH HAZEL - GLYCERIN TOP PAD 50%-10%  (Tucks (EQV)),53258082240,$0.16 
ZAFIRLUKAST 20 mg TAB (Accolate),310040239,$6.30 
zidovudine (SCN) 2 mg/mL Inj for Oral Use,99999000000,$4.50 
zidovudine 100 mg Capsule (Retrovir (EQV)),173010856,$12.26 
zidovudine 200 mg/20 mL INJ (Retrovir (EQV)),173010793,$6.16 
zidovudine 4 mg/ml (SCN) Inj,49102021399,$4.50 
zidovudine 50 mg/5 mL ORAL SYRUP (Retrovir (EQV)),173011318,$1.14 
ZINC OXIDE 40% topical OINT (Desitin EQV)),501340002,$0.25 
ZINC OXIDE Topical 20% OINTMENT,168006231,$0.39 
ZINC OXIDE topical OINT,54323021502,$0.21 
Zinc Oxide/nystatin pwd/stoma pwd 120/15/30 grams (AMH BUTT Paste),99909909909,$0.63 
ZINC SULFATE 220 mg CAP,904533260,$0.13 
ZIPRASIDONE 20 mg CAP (Geodon),49396041,$66.03 
ZIPRASIDONE 20 mg PWDI (Geodon),49392083,$170.55 
ZIPRASIDONE 40 mg CAP (Geodon),49397041,$57.47 
ZIPRASIDONE 60 mg CAP (Geodon),49398041,$80.13 
ZIPRASIDONE 80 mg CAP (Geodon),49399041,$69.73 
zoledronic acid 4 mg/100  mL Premix (Zometa),78059061,$250.61 
zoledronic acid 4 mg/5 mL INJ (Zometa),43598033011,$98.55 
zoledronic acid 5 mg/100 mL PREMIX (Reclast),78043561,$15.71 
ZOLMitriptan 2.5 mg TAB (Zomig(EQV)),60505369300,$201.19 
zolpidem 5 mg TAB (Ambien (EQV)),68084022501,$1.00 
ZONISAMIDE 100 mg CAP (ZONEGRAN),62856068010,$37.06 
zonisamide 25 mg CAP,68462012801,$0.27 
zonisamide 50 mg CAP,68462012901,$0.86 
