FIM DESCRIPTION,AMH PRICE
STENT NONCOAT/COVR W DELIV SYS,16313
STENT NONCOAT/COVR W DELIV SYS,15438
STENT NONCOAT/COVR W DELIV SYS,3250
STENT NONCOAT/COVR W DELIV SYS/1,1765
STENT NONCOAT/COVR W DELIV SYS/2,2458
STENT NONCOAT/COVR W DELIV SYS/3,3988
STENT NONCOAT/COVR W DELIV SYS/4,4993
STENT NONCOAT/COVR W DELIV SYS/5,6090
STENT NONCOAT/COVR W DELIV SYS/6,7625
STENT NONCOAT/COVR W DELIV SYS/7,13355
STENT NONCOAT/COVR W DELIV SYS/8,14152
STENT NON-COAT/NON-COV NO DELIV,3595
STENT NON-COV W/DEL LVL 1,2150
STENT NON-COV W/DEL LVL 10,3050
STENT NON-COV W/DEL LVL 11,3150
STENT NON-COV W/DEL LVL 12,3250
STENT NON-COV W/DEL LVL 5,2550
STENT NON-COV W/DEL LVL 6,2650
STENT NON-COV W/DEL LVL 7,2750
STENT NON-COV W/DEL LVL 8,2850
STENT NON-COV W/DEL LVL 9,2950
STENT PLACEMT ANTE CAROTID,19559
STENT PLACEMT RETRO CAROTID,19559
STENT TIB/PERNL W PTA ADDL LESION,5754
STENT W/OUT DELIVERY LEVEL 1,3595
STEP DOWN RECOVERY IN PHASE II,500
STEREO GUID VAC BREAST BX ADD,5300
STEREO GUID VAC BREAST BX LT,5300
STEREO GUID VAC BREAST BX RT,5300
STERILE TRAY DISP,265
STERILE TRAY DISP.,301
STERILE TRAY DISP/1,420
STERILE TRAY DISP/2,715
STERNOCLAVICULAR MIN 3VWS,919
STERNUM MIN 2 VIEWS,919
ST-FACE OR SCALP SC <2CM EXC,3246
ST-FACE OR SCALP SC >2CM EXC,3246
ST-FACE&SCALP SUBFASCIAL<2CM EXC,3246
ST-FACE&SCALP SUBFASCIAL>2CM EXC,3246
ST-FOOT/TOE SC <1.5 CM EXC,3246
ST-FOOT/TOE SC 1.5CM>EXC,3246
ST-FOOT/TOE SUBFASCIAL <1.5CM EXC,3246
ST-FOOT/TOE SUBFASCIAL 1.5CM>EXC,3246
ST-FOREARM/WRIST SC<3 CM EXC,3246
ST-FOREARM/WRIST SC>3CM EXC,3246
ST-FOREARM/WRIST SUBFASC<3 CM EXC,3246
ST-FOREARM/WRIST SUBFASC>3CM EXC,3246
ST-HAND/FINGER SC <1.5CM EXC,3246
ST-HAND/FINGER SUBFASC <1.5CM EXC,3246
ST-HAND/FINGER SUBFASC 1.5CM> EXC,3246
ST-LEG/ANKLE AREA  SUPERFICIAL BX,1770
ST-LEG/ANKLE SC >3CM EXC,3246
ST-LEG/ANKLE SC<3 CM EXC,3246
ST-LEG/ANKLE SUBFASC >5CM EXC,3246
ST-LEG/ANKLE SUBFASCIAL BX,3246
ST-LEG/ANKLE SUBFASCIAL<5CM EXC,3246
ST-NECK OR THORAX BX,1770
ST-NECK/ANT THORAX SC<3CM EXC,3246
ST-NECK/ANT THORAX SC>3CM EXC,3246
ST-NECK/ANT THORX SUBFASC<5CM EXC,3246
ST-NECK/ANT THORX SUBFASC>5CM EXC,3246
STONE RISK DIAGNOSTIC PROFILE,0
STOOL CULTURE (1OF2),36.78
STOOL CULTURE CAMPYLOCTER,9.26
STOOL CULTURE YERSINIA,9.26
STOOL FAT QUAL,20.02
STOOL OCCULT BLOOD,6.26
STOOL WBC,15.26
ST-PELVIS&HIP AREA SC >3CM EXC,3246
ST-PELVIS&HIP AREA SC<3CM EXC,3246
ST-PELVIS&HIP AREA SUPERFICIAL BX,1770
ST-PELVIS&HIP DEEP SUBFASC/IM BX,3246
ST-PELVIS&HIP SUBFASCIAL<5CM EXC,3246
ST-PELVIS&HIP SUBFASCIAL>5CM EXC,3246
STRAIGHT CATH FOR URINE SPECIMEN,643
STRAPPING SHOULDER LT,456
STRAPPING SHOULDER RT,456
STRATIFY JCV AB W/ REFLX INHIB,49.47
STRATIFY JCV ANTIBDY INHIB ASSY,49.47
STREPT PNEU TYPE3 IGG 2THRU14,50.04
STREPTOCOCCUS PNEU 1OF14,50.04
STREPTOZYME,50.04
STRESS ECHO,1424
STRESS ECHO WITH CONTRAST,2703
STRESS NM,1160
STRESS TEST EKG,1160
STRESS TEST EKG/1,1160
STRESS TREADMILL,1160
STRIATIONAL TOTAL AUTOABS,44.04
STRONGYLOIDES AB IGG  ELISA,63
ST-SHOULDER AREA SC<3CM EXC,3246
ST-SHOULDER AREA SC>3CM EXC,3246
ST-SHOULDER AREA SUBFASC<5CM EXC,3246
ST-SHOULDER AREA SUBFASC>5CM EXC,3246
ST-THIGH/KNEE AREA SC<3CM EXC,3246
ST-THIGH/KNEE SC >3CM EXC,3246
ST-THIGH/KNEE SUBFASC >5CM EXC,3246
ST-THIGH/KNEE SUBFASC<5CM EXC,3246
ST-UP ARM/ELBOW SC<3 CM EXC,3246
ST-UP ARM/ELBOW SC>3CM EXC,3246
ST-UP ARM/ELBOW SUBFASC<5 CM EXC,3246
ST-UP ARM/ELBOW SUBFASC>5CM EXC,3246
SUB PT/OT CURRENT STATUS,0.01
SUB PT/OT CURRENT STATUS,0.01
SUB PT/OT CURRENT STATUS,0.01
SUB PT/OT CURRENT STATUS,0.01
SUB PT/OT CURRENT STATUS,0.01
SUB PT/OT CURRENT STATUS,0.01
SUB PT/OT CURRENT STATUS,0.01
SUB PT/OT CURRENT STATUS,0.01
SUB PT/OT CURRENT STATUS,0.01
SUB PT/OT CURRENT STATUS,0.01
SUB PT/OT D/C STATUS,0.01
SUB PT/OT D/C STATUS,0.01
SUB PT/OT D/C STATUS,0.01
SUB PT/OT D/C STATUS,0.01
SUB PT/OT D/C STATUS,0.01
SUB PT/OT D/C STATUS,0.01
SUB PT/OT D/C STATUS,0.01
SUB PT/OT D/C STATUS,0.01
SUB PT/OT D/C STATUS,0.01
SUB PT/OT D/C STATUS,0.01
SUB PT/OT GOAL STATUS,0.01
SUB PT/OT GOAL STATUS,0.01
SUB PT/OT GOAL STATUS,0.01
SUB PT/OT GOAL STATUS,0.01
SUB PT/OT GOAL STATUS,0.01
SUB PT/OT GOAL STATUS,0.01
SUB PT/OT GOAL STATUS,0.01
SUB PT/OT GOAL STATUS,0.01
SUB PT/OT GOAL STATUS,0.01
SUB PT/OT GOAL STATUS,0.01
SUB Q / IM INJECTION,105
SUB Q / IM INJECTION,286
SUB Q LEAD,6250
SUBQ-ICD LEAD,12250
SUBQ-ICD LEAD,10375
SUBQ-ICD LEAD/1,12375
SUBQ-ICD SNGLE GEN W/ 1 LEAD,49000
SUBQ-ICD SNGLE GEN W/ 1 LEAD,41500
SUBQ-ICD SNGLE GEN W/ 1 LEAD/1,49500
SUBST ABUSE PROB COUNSEL EA 15MIN,25
SUCTION,135
SULFUR COLLOID PER DOSE,4
SUPPLEMENTAL NB SCRN MASS SPECTRO,62.56
SURE SWAB HSV 1&2 RT PCR,60.3
SURG SPECIMEN INITIAL,245.34
SUSPECT EVIDENCE COL KIT,6
SUTURE REMOVAL,0
SWALLOW CURRENT STATUS,0.01
SWALLOW CURRENT STATUS,0.01
SWALLOW D/C STATUS,0.01
SWALLOW D/C STATUS,0.01
SWALLOW FUNC PHAR/CERV ESOPH,1110
SWALLOW GOAL STATUS,0.01
SWALLOW GOAL STATUS,0.01
SWAN-GANZ INSERTION,2830
SYNOVIAL FLUID CNT DIFF,21.52
SYNOVIAL FLUID CRYSTAL AN,28.28
SYPHILIS SCREEN (TREPONEMA PALLI),28.85
T CELL CT 2 OF 2 CD4 AND CD8,175.16
T CELL LYMPH CT (2OF3),125.11
T CELL LYMPHOCYTE CT 1OF2,125.11
T CELLS  TOTAL COUNT,125.11
T&B CELL LYMPH COUNT 1OF3,125.11
T-3,53.8
T-4,27.02
T7 (1OF2),25.27
T7(2OF2)THYROXINE,27.02
TACROLIMUS,47.54
TANDEM HEART LVAD,45000
TAVR SUPPLIES/1,3082
TAVR SUPPLIES/2,1125
TAY SACHS DISEASE MUTATION ANALYS,117.38
TBG,57.8
TC DTPA AEROSOL/DOSE UP TO 75 MCI,104
TC99M EXAMETAZINE WBC/DOSE,7489
TC99M FILTERED SULFUR,123
TC99M LABELED RBC UP TO 30 MCI,50
TC99M PERTECH P/MCI,1
TC-99M PYROPHOSPHATE UP TO 25 MCI,254
TCA APPL 2-14 WARTS/LESIONS,30
TCA APPLICATION 1 WART/LESION,88
TCD-INTRACRANIAL ARTERIES COMPLE,1173
TCELL ABSOLUTE CD4&CD8 CNT/RATIO,175.16
T-CELL GENE REARRANGEMENT  PCR,413
TDAP (TET  DIPTH  ACELL PERT),32
TDAP IMMUNIZATION ADMIN,40
TDAP VACCINE > 7YRS OLD,40
TECH E&M LEVEL 1,100
TECH E&M LEVEL 1,260
TECH E&M LEVEL 1 EST PATIENT,260
TECH E&M LEVEL 1 W/ PROC,100
TECH E&M LEVEL 1/1,100
TECH E&M LEVEL 2,100
TECH E&M LEVEL 2,328
TECH E&M LEVEL 2 EST PATIENT,328
TECH E&M LEVEL 2 W/ PROC,100
TECH E&M LEVEL 2/1,100
TECH E&M LEVEL 3,100
TECH E&M LEVEL 3,328
TECH E&M LEVEL 3 EST PATIENT,328
TECH E&M LEVEL 3 W/ PROC,100
TECH E&M LEVEL 3/1,100
TECH E&M LEVEL 4,115
TECH E&M LEVEL 4,427
TECH E&M LEVEL 4 EST PATIENT,427
TECH E&M LEVEL 4 W/ PROC,115
TECH E&M LEVEL 4/1,115
TECH E&M LEVEL 5,145
TECH E&M LEVEL 5,540
TECH E&M LEVEL 5 EST PATIENT,540
TECH E&M LEVEL 5 W/ PROC,145
TECH E&M LEVEL 5/1,145
TEE,1926
TEE ABORTED,1926
TEE TRANSCATHETER INTRACARDIAC,1333
TEE W BUBBLE STUDY,1926
TEE WITH CONTRAST,2703
TEMP ART OCCL HEAD/NECK,6600
TEMPORARY INDWELLING CATHETER,106
TEMPOROMANDIBULAR JNTS BI,919
TESTICULAR IMAGE W/FLOW,2101
TESTOSTERONE  FREE,90.33
TESTOSTERONE TOTAL,100.59
TETANUS & DIP IM >7YRS,51
TETANUS AB,57.05
TETANUS ANTIBODY,50.04
TETANUS VACCINE,27
THALLIUM PER MCI,209
THALLUIM PER MCI,209
THALLUIM PER MCI/1,209
THAWING CRYO EA UNIT,205
THEOPHYLLINE,54.55
THER EX MUSC/SKEL EA 15MIN,185
THER EX MUSC/SKEL EA 15MIN MOD59,185
THER EX MUSC/SKEL EA 15MIN MOD59,185
THER EX MUSC/SKEL EACH 15 MIN,185
THER EX MUSC/SKEL EACH 15 MIN,185
THER EX MUSC/SKEL EACH 15 MIN,185
THER EX MUSC/SKEL EACH 15 MIN,185
THER EX NEURO EACH 15 MIN,185
THER EX NEURO EACH 15 MIN,185
THER EX NEURO EACH 15 MIN,185
THER EX NEURO EACH 15 MIN MOD 59,185
THER EX NEURO EACH 15 MIN MOD 59,185
THER EX NEURO EACH 15 MIN MOD59,185
THER EX NEURO EACH 15 MIN MOD59,185
THER EX NEURO EACH 15 MIN/1,185
THER EXER NEURO EA 15 MIN,185
THER PROPH OR DIAG INJ SUBC OR IM,205
THER/PROPH/DIAG INJ SC/IM,105
THERA FUNC PERF EACH 15M,185
THERA FUNC PERF EACH 15MN,185
THERA FUNC PERF EACH 15MN,185
THERA FUNC PERF EACH 15MN,185
THERA INJ SUBQ IM,25
THERA PX RESP FX GROUP,135
THERA PX RESP MUSCLE1-1 Q15MIN,165
THERAPEUTIC EXER EA 15 MIN,185
THERAPEUTIC FUNCTIONAL AC EA15MIN,185
THERAPEUTIC GROUP,95
THERAPEUTIC GROUP,95
THERAPEUTIC GROUP,95
THERAPEUTIC GROUP,95
THERAPEUTIC GROUP,95
THERAPEUTIC GROUP/1,95
THERAPEUTIC GROUP/2,95
THERAPEUTIC GROUP/3,95
THERAPEUTIC INFUSION CATHETER,3375
THERAPEUTIC INFUSION CATHETER/1,990
THERAPEUTIC INJ FOR CARPAL TUNNEL,725
THERAPEUTIC INJ IM/SUBQ,286
THERAPEUTIC INJ IM/SUBQ EA,286
THERAPEUTIC INJ INTRA ART,230
THERAPY AAC NON SPEECH DEVICE,238
THERAPY AAC NON SPEECH DEVICE,238
THERAPY AAC NON-SPEECH DEVICE,238
THERAPY COMMUNICATION GRP,80
THERAPY COMMUNICATION GRP,80
THERAPY COMMUNICATION GRP,80
THERAPY COMMUNICATION IND,392
THERAPY COMMUNICATION IND,392
THERAPY COMMUNICATION IND,392
THERAPY PX RESP FX 1-1 Q15 MIN,165
THERAPY SPEECH AAC,340
THERAPY SPEECH AAC,340
THERAPY SPEECH AAC,340
THERAPY SWALLOW ORAL FUNC,392
THERAPY SWALLOW ORAL FUNC,392
THERAPY SWALLOW ORAL FUNC,392
THERASKIN P/SQ CM 2.54X5.08 PIECE,95
THERASKIN P/SQ CM 5.08X7.62 PIECE,50
THIN PREP DIAGNOSTIC,81.32
THIN PREP SCREENING,81.32
THIOCYANATE LEVEL,15.26
THIOPURINE METHYLTRANSFERASE GENO,62.56
THORAC SP 3 VW-AP/LAT/SWI,945
THORACIC BY SERIALOGRAPHY,5760
THORACIC SP-1 VIEW,514
THORACOLUMBAR 2 VIEWS,919
THROAT CULTURE,33.53
THROMBEC/EMBOLECTOMY DEVICE LVL1,400
THROMBEC/EMBOLECTOMY DEVICE LVL11,9700
THROMBEC/EMBOLECTOMY DEVICE LVL3,2250
THROMBEC/EMBOLECTOMY DEVICE LVL5,3150
THROMBEC/EMBOLECTOMY DEVICE LVL7,6850
THROMBEC/EMBOLECTOMY DEVICE LVL9,7650
THROMBECTOMY VENOUS MECH,10439
THROMBIN TIME PLASMA,21.77
THROMBOLYSIS NONCOR A/V ADDL DAY,7890
THROMBOLYSIS NONCOR A/V END TX,7890
THROMBOLYSIS NONCOR ART 1ST DAY,4117
THROMBOLYSIS NONCOR VEIN 1ST DAY,4117
THYROGLOBULIN AB,53.55
THYROGLOBULIN QUANT WO ANTIBODIES,75.07
THYROID CA METS UPTAKE,1185
THYROID CA-METS W/ADD STU,1944
THYROID CA-METS WHOLE BOD,3053
THYROID IMAG ONLY W OR W/O FLOW,675
THYROID IMAG W SING OR MULT UPTAK,1185
THYROID PEROXIDASE AB,57.05
THYROID STIM IMMUNGLOBULIN,184.41
THYROID STIMULATING HORMONE 2OF2,65.56
THYROID UPTAKE,25.27
THYROID UPTAKE  SING OR MULT,532
THYROTROPIN ALFA0.9MG - NO COST,1
THYROTROPIN ALFA0.9MG IM 1.1MG VL,6689
THYROTROPIN RECEPT AB,48.79
THYROTROPIN RECEPTR AUTO AB 1OF2,48.79
TIB PER ATHER ADD ON,37747
TIB/PER PTA ADD ON,17780
TIB/PER PTA UNILATERAL,17780
TIB/PER PTA W/ATHER,37747
TIB/PER REVASC STNT & ATHER,5754
TIB/PER STENT & ATHER INCLDES PTA,65373
TIB/PER STENT &PTA,37747
TIBIA & FIBULA 2V LEFT,774
TIBIA & FIBULA 2V RIGHT,774
TICK ID RFLX TO LYME DISEASE DNA,19.68
TICKS ANALYSIS FOR LYMES,121.36
TILT TABLE EVALUATION,883
TISSUE BX CULT (1OF2),33.53
TISSUE CULTURE BONE MARROW,491.94
TISSUE MKR NONDOSIMETRY,552
TISSUE TRANSGLUT PNL (2OF2) IGA,37.53
TISSUE TRANSGLUT PNL 1OF2,37.53
TOBRAMYCIN,62.06
TOBRAMYCIN SINGLE,62.06
TOES LT MIN 2 VIEW,376
TOES RT MIN 2 VIEW,376
TOPAMAX,41.29
TOPICAL APPLICATION OF FLUORIDE,45
TOTAL COMPLEMENT,77.82
TOTAL PROTEIN SERUM,5
TOUCH PREP ADD'L,16.5
TOUCH PREP INI,30.41
TOXICOLOGY KIT,10
TOXOPLASMA AB 1OF2,54.55
TOXOPLASMA AB IGM 2OF2,57.05
TPMT ACTIVITY,55.72
TPMT GENE ANALAYSIS COMMON VARIAN,437.02
TPRNL PLMT BIODEGRDABL MATRL,16978
TRACH SPEAK VALVE AQUA,260
TRACH SPEAK VALVE PURPLE,285
TRACHEOBRNCHSC THRU EST TRACH INC,1770
TRACTION - MECHANICAL,260
TRACTION - MECHANICAL,260
TRACTION - MECHANICAL,260
TRACTION - MECHANICAL,260
TRACTION - MECHANICAL/1,260
TRACTION MECHANICAL,260
TRACTION MECHANICAL,260
TRACTION MECHANICAL/1,260
TRALI INV - DONOR,28.78
TRALI INV - RECIPIENT,28.78
TRANS CATH TUMOR DESTRUCT Y90,5028
TRANSCATH EMBOL S&I,8733
TRANSCATHETER BIOPSY,5403
TRANSCATHETER BIOPSY,2299
TRANSCUTANEOUS BILIRUBIN,20
TRANSFERASE (AST) (SGOT) 8OF10,5
TRANSFERRIN,55.05
TRANSSEPTAL NEEDLE,1080
TRANSSEPTAL NEEDLE,2228
TRANSVAGINAL US,634
TRAUMA ACTIVATION LEVEL 1,12000
TRAUMA ACTIVATION LEVEL 2,10000
TRAUMA ACTIVATION LEVEL 3,3000
TRAUMA TEAM LEVEL 1 W/O PRE-NOTIF,12000
TRAUMA TEAM LEVEL 2 W/O PRE-NOTIF,10000
TRAUMA TEAM LEVEL 3 W/O PRE-NOTIF,3000
TRAVEL ALLOWANCE,0
TRAVEL CASE,720
TRAZODONE  SERUM (DESYREL),48.79
TREADMILL STRESS TES,1160
TREADMILL STRESS TEST,1160
TREPONEMA PALLIDUM AB,28.85
TRICHINELLA SPIRALIS ANTIBODY,63
TRICHOMONAS VAGINALIS AMPLIF,121.36
TRICHOMONAS VAGINALIS RNA,121.36
TRICHOMONAS VAGINALIS RNA,121.36
TRICHOMONAS VAGINALIS RNA QUALTMA,121.36
TRIGLYCERIDE,5
TRILEPTAL (OXCARBAZEPINE),62.56
TRLUML BALLOON ANGIOP 1ST ART,11715
TRLUML BALLOON ANGIOP 1ST VEIN,11715
TRLUML BALLOON ANGIOP ADDL ART,11715
TRLUML BALLOON ANGIOP ADDL VEIN,11715
TRXN TXN PHYSICIAN CONS,202.37
TRYPTASE,48.04
TSH SENSITIVE,65.56
T-SPINE 2 VW (DITHORSP2V),202.05
TTE 2D AND DOPPLER,1855
TTE 2D DOP LTD W BUBBLE STUDY,665
TTE 2D DOP ONLY W BUBBLE STUDY,1855
TTE 2D LIMITED,665
TTE 2D LTD W BUBBLE STDY,665
TTE 2D ONLY,1170
TTE 2D ONLY LIMITED WITH CONTRAST,2028
TTE 2D ONLY W BUBBLE STUDY,1170
TTE 2D ONLY WITH CONTRAST,2028
TTE 2D W DOPPLER LIMITED,665
TTE 2D W DOPPLER LIMITED/1,442
TTE COMPLETE ECHO WITH CONTRAST,2703
TTE M 2D DOP COMP W BUBBLE STUDY,1855
TTE M 2D DOP COMPLETE,1855
TUBAL AFTER CESAREAN SECTION,1866
TUBAL AFTER VAGINAL DELIVERY,4116
TUBE FEEDING G-J LOW PROFILE,634.02
TUMOR IMAGING  MULTI DAYS,2860
TUMOR IMAGING-LIMITED ARE,7414
TUMOR IMAGING-MULTIPLE AR,7414
TUMOR IMAGING-SPECT,7414
TUMOR IMAGING-WHOLE BODY,2815
TX EX EA 15 MIN,185
TX EX EA 15 MIN,185
TX EX EA 15 MIN,185
TX EX EA 15 MIN MOD 59,185
TX EX EA 15 MIN MOD 59,185
TX EX EA 15 MIN MOD 59,185
TX EX MUSC/SKEL EA 15 MIN,185
TX EX MUSC/SKEL EA 15 MIN,185
TX EX MUSC/SKEL EA 15 MIN,185
TX EX MUSC/SKEL EA 15 MIN MOD 59,185
TX EX MUSC/SKEL EA 15 MIN MOD 59,185
TX EX MUSC/SKEL EA 15 MIN MOD59,185
TX EX MUSC/SKEL EA 15 MOD 59,185
TX EX MUSC/SKEL EA 15 MOD 59,185
TX EX NEURO EA 15 MIN,185
TX EX NEURO EA 15 MIN,185
TX EX NEURO EA 15 MIN,185
TX EX NEURO EA 15 MIN,185
TX EX NEURO EA 15 MIN,185
TX EX NEURO EA 15 MIN,185
TX EX NEURO EA 15 MIN,185
TX EX NEURO EA 15 MIN MOD 59,185
TX EX NEURO EA 15 MIN MOD 59,185
TX EX NEURO EA 15 MIN MOD 59,185
TX EX NEURO EA 15 MIN MOD 59,185
TX EX NEURO EA 15 MIN MOD 59,185
TX EX NEURO EA 15 MIN MOD 59,185
TX FUNC AC EA 15 MIN,185
TX FUNC AC EA 15 MIN,185
TX FUNC AC EA 15 MIN,185
TX FUNC AC EA 15 MIN MOD 59,185
TX FUNC AC EA 15 MIN MOD 59,185
TX FUNC AC EA 15 MIN MOD 59,185
TX FUNC PERF EA 15 MIN,185
TX FUNC PERF EA 15 MIN,185
TX FUNC PERF EA 15 MIN,185
TX FUNC PERF EA 15 MIN,185
TX FUNC PERF EA 15 MIN MOD 59,185
TX FUNC PERF EA 15 MIN MOD 59,185
TX FUNC PERF EA 15 MIN MOD 59,185
TX FUNC PERF EA 15 MIN MOD 59,185
TX FUNC PERF EA 15 MIN MOD 59,185
TX FUNC PERF EA 15 MIN MOD 59,185
TX FUNC PERF EA 15 MIN/MOD 59,185
TX RL MONOCL ANTIBO IV INF,2420
TX/PACK SUPERFICL WOUND DEHISCENC,738
UGI AIR CONTRAST W/ KUB,395
UGI AIR CONTRAST W/ KUB LTD,395
UGI AIR WITH SMALL BOWEL,2317
ULTRASOUND EA 15 MIN,190
ULTRASOUND EA 15 MIN,190
ULTRASOUND EA 15 MIN,190
ULTRASOUND EA 15 MIN,190
ULTRASOUND EA 15 MIN MOD 59,190
ULTRASOUND EA 15 MIN MOD 59,190
ULTRASOUND EA 15 MIN MOD 59,190
ULTRASOUND EACH 15 MINS,190
ULTRASOUND EACH 15 MINS,190
ULTRASOUND EACH 15 MINS MOD 59,190
ULTRASOUND EACH 15 MINS MOD 59,190
ULTRASOUND EACH 15 MINS MOD 59,190
ULTRASOUND EACH 15 MINS/1,190
ULTRASOUND PLCMT FIDU MRK,329
UMBIL DOPPLER VELOCIMETRY,450
UNIV KNEE IMMOBZ,350
UNIV SHOULDER IMMOBZ,187
UNLISTED FETAL INVAS PROC,40
UNNA BOOT APPL LT,482
UNNA BOOT APPL RT,482
UNNA BOOT APPL-BILATERAL,963
UNNA BOOT APPLICATION,145
UNNA BOOT REMOVAL LT,400
UNNA BOOT REMOVAL RT,400
UNSPECIFIED PERIO PROC,42
UPGRADE OF PACEMAKER SYS,45243
UPPER EXT INFANT MIN 2 VW LT,210
UPPER EXT INFANT MIN 2 VW RT,210
UPPER GI W KUB,1432
UPPER GI W/SMALL BOWEL,2231
UPPER GI WITH AIR W/O KUB,1744
UPPER GI WO KUB,1261
UPR/L XTREMITY ART 2 LEVELS,588.34
UPR/L XTREMITY ART 2 LEVELS,588.34
UPR/LXTR ART STDY 3+ LVLS,1137
UPR/LXTR ART STDY 3+ LVLS,1137
UPR/LXTR ART STDY 3+ LVLS,1137
UR PHENYCYLIDINE,200
URETHROCYSTOGRAPHY RETROG,200
URIC ACID RASBURICASE,5
URIC ACID SERUM,5
URIC ACID URINE,11.26
URINALYSIS,8.51
URINALYSIS  DIPSTICK,12.51
URINALYSIS (BILL),8.51
URINALYSIS DIPSTICK,12.51
URINE ALB/CREAT RATIO 1OF2,22.52
URINE ALB/CREAT RATIO 2OF2,20.27
URINE ALBUMIN,22.52
URINE AMYLASE,25.27
URINE CALCIUM QUANT,23.52
URINE CANNABINOIDS,200
URINE CHLORIDE,19.52
URINE COCAINE,200
URINE CREATININE,20.27
URINE DIP,8.51
URINE DIP POCT,12.51
URINE DRUG SCREEN - 10 PANEL,200
URINE ELECT (2OF3) K,16.76
URINE ELECT (3OF3) CL,19.52
URINE ELECT-1OF3,19.02
URINE GLUC QUANT,13.51
URINE GLUCOSE,12.51
URINE HEMOSIDERIN QUALITATIVE,18.52
URINE IEP (2OF2) TOTAL PROTEIN,5
URINE IEP 1OF2,111.85
URINE KETONES,12.51
URINE KIDNEY STONE RISK ASSESSMNT,8.51
URINE METHADONE,200
URINE MICROSCOPIC,11.01
URINE MYOGLOBIN,50.29
URINE OXYCODONE,200
URINE PHOSPHOROUS,19.52
URINE POTASSIUM,16.76
URINE PREG SCREEN,29.03
URINE PROTEIN (2OF2) TOTAL PROTEI,5
URINE PROTEIN ELECTRO 1O2,69.56
URINE PROTEIN QUANT TOTAL,5
URINE SODIUM,19.02
URINE UREA NITROGEN,18.52
URINE VOLUME,11.26
UROLOGIC/GI STENTS LEVEL 1,250
UROLOGIC/GI STENTS LEVEL 4,550
UROLOGIC/GI STENTS LEVEL 7,850
US = / > 14 WEEKS,538
US ABD LIM SGL ORG/QUAD,1574
US ABDL AORTA SCREEN AAA,440
US ABDOMINAL COMPLETE,1793
US ABSCESS DRAINAGE LT,1625
US ABSCESS DRAINAGE RT,1625
US ART IMAGE LLE,1017
US ART IMAGE LLE/1,1017
US ART IMAGE RLE,1017
US ART IMAGE RLE/1,1017
US BREAST COMP LT,432
US BREAST COMP RT,432
US BREAST LTD LT,432
US BREAST LTD RT,432
US BREAST MARKER LT,1625
US BREAST MARKER RT,1625
US CHEST INCL MEDIASTINUM,785
US CYST ASPIRATION LT,1625
US CYST ASPIRATION RT,1625
US DUPLEX ABD/PEL/RETRO COMP,1399
US DUPLEX ABD/PELV/RET LT,995
US DUPLEX AORTA/IVC,1461
US DUPLEX AORTA/IVC LTD,1015
US DUPLEX HEMO ACCESS,893
US EA ADD GEST 2ND/3RD TRIMEST,453
US ECHOENCEPHALOGRAPHY,982
US EXAM INFANT HIPS DYNAMIC,1228
US EXTREMITY LOW LT,293
US EXTREMITY LOW RT,293
US EXTREMITY UP LT,293
US EXTREMITY UP RT,293
US FET/MAT EVAL W/DETAIL FET INIT,720
US FET/MAT EVAL W/DETL FET EA ADD,536
US FETAL LTD,285
US FETAL NUC TRANS EA ADD FET LTD,292
US FETAL NUC TRANS INIT FET LTD,292
US FETAL NUCHAL TRANS EA ADD FET,275
US FETAL NUCHAL TRANS INIT FET,432
US GUID BREAST NEEDLE LOC ADD,3400
US GUID BREAST NEEDLE LOC LT,3400
US GUID BREAST NEEDLE LOC RT,3400
US GUID NEEDLE PLCMNT BX,1625
US GUID VAC BREAST BX ADD,4600
US GUID VAC BREAST BX LT,4600
US GUID VAC BREAST BX RT,4600
US GUIDANCE FOR AMNIO,784
US GUIDANCE FOR BIOPSY,1625
US GUIDANCE FOR CVS,973
US GUIDANCE-PUBS OR FETAL,973
US GUIDE PERICARDIOCENTES,397
US GUIDE PERICARDIOCENTES S/I,397
US GUIDED TISSUE ABLATION,1137
US GUIDED VASCULAR ACCESS,397
US GUIDED VASULAR ACCESS,397
US INTRAOPERATIVE          402,1068.79
US LTD MULTI FETUS,464
US PELVIC COMPLETE,1158
US PELVIS NONOB LTD BLAD,826
US PREG 1ST TRIMEST ADD'L,295
US PREG AFT 1ST TRIM ADDL,453
US PREG AFTER 1ST TRIM,538
US PREG FIRST TRIMESTER,295
US PREG TRANSVAG,295
US PREGNANT UTERUS FU,268
US PREGNANT UTERUS LIMITE,722
US PROSTATE VOLUME STUDY,425
US REALTIME EA ADD'L GEST,295
US REALTIME PREG F/U 1ST,428
US REALTIME PREG F/U EA A,268
US REALTIME SNGL/1ST GEST,295
US REALTIME TRANSVAG PREG UTERUS,295
US RET PERIT LIM (RENAL),1398
US RETROPER COMP RENAL/BL,1744
US SCREEN EXAM FOR AAA,440
US SCROTUM & CONTENTS,1086
US SNGL/1ST GEST 2ND/3RD TRIMEST,538
US SOFT TISSSUE HEAD/NECK,1086
US SONOHYSTERO SALINE INF,1598
US SPINE & CONTENTS,1455
US TRANSPL KIDNEY DUP LT,1398
US TRANSPL KIDNEY DUP RT,1398
US TRANSRECTAL,1144
US TRANSVAGINAL NON-OB,945
USPROSTBX- US BIOPSY PROSTATE,397
VAD 11V PCKT CONTRL BACKUP BATTRY,2250
VAD AC POWER CORD MODULE/BATTERY,158
VAD CAR CHARGER,1013
